,strand_lead,geptop,Nc,GC,L_aa,Gravy
SWIT_RS00005,1,0.8895323652009091,29.61,0.685,477,-0.147589
SWIT_RS00010,1,0.1861923807802958,31.56,0.772,145,0.073103
SWIT_RS00015,1,0.07284433292781442,33.15,0.6940000000000001,595,0.636638
SWIT_RS00020,1,0.037107560124956925,31.37,0.732,117,0.95641
SWIT_RS00025,0,0.0,30.67,0.695,569,-0.269069
SWIT_RS00030,0,0.0,35.58,0.7020000000000001,205,0.65561
SWIT_RS00035,0,0.2611516443634547,28.93,0.718,369,0.099729
SWIT_RS00040,0,0.3331226462792959,33.97,0.706,180,-0.106667
SWIT_RS00045,1,0.0,30.68,0.746,604,0.046689
SWIT_RS00050,1,0.03648669748042376,33.96,0.726,315,-0.24603200000000006
SWIT_RS00055,1,0.0,32.32,0.6759999999999999,527,0.629602
SWIT_RS00060,1,0.036916081268360684,33.59,0.727,348,0.008621
SWIT_RS00065,1,0.036681548188474335,28.34,0.6729999999999999,264,0.8878790000000001
SWIT_RS00070,1,0.036164539026644224,30.61,0.677,252,-0.022222
SWIT_RS00075,1,0.0,30.37,0.679,184,-0.495652
SWIT_RS00080,0,0.0,34.49,0.67,192,-0.014583
SWIT_RS00085,1,0.18524145591704147,31.41,0.6729999999999999,283,-0.325088
SWIT_RS00090,1,0.1862058635470042,29.87,0.736,342,0.139181
SWIT_RS00095,1,0.03783334965390421,28.11,0.693,225,-0.478667
SWIT_RS00100,1,0.07491563089238293,33.52,0.679,81,-0.267901
SWIT_RS00105,1,0.40941367044058,30.26,0.725,297,-0.0
SWIT_RS00110,1,0.741327279715535,33.56,0.636,165,0.152121
SWIT_RS00115,1,0.0,33.05,0.6990000000000001,302,-0.384768
SWIT_RS00120,1,0.1106106650095972,31.45,0.7090000000000001,344,-0.175872
SWIT_RS00125,0,0.0,33.2,0.684,334,-0.229042
SWIT_RS00130,1,0.0,31.93,0.6970000000000001,645,-0.308837
SWIT_RS00135,0,0.0,29.99,0.706,231,1.023377
SWIT_RS00140,0,0.0,31.1,0.684,548,-0.236314
SWIT_RS00145,1,0.2989144207052531,27.26,0.657,140,-0.266429
SWIT_RS00150,0,0.03664322173661047,31.57,0.677,126,-0.495238
SWIT_RS00155,0,0.03677299083823254,31.19,0.726,208,-0.349038
SWIT_RS00160,0,0.1104121918172762,31.96,0.7120000000000001,192,0.140625
SWIT_RS00165,0,0.22256160659150398,28.91,0.713,366,0.222678
SWIT_RS00170,1,0.0,32.8,0.723,404,-0.074505
SWIT_RS00175,1,0.11339459286188827,33.03,0.6970000000000001,207,-0.064251
SWIT_RS00180,1,0.07373064362880186,30.13,0.6729999999999999,721,-0.186685
SWIT_RS00185,0,0.03648921283111014,33.92,0.747,203,0.710345
SWIT_RS00190,1,0.03648669748042376,32.09,0.71,499,-0.016232
SWIT_RS00195,1,0.036602404465931326,32.65,0.72,635,0.35637800000000003
SWIT_RS00200,1,0.0,37.53,0.6779999999999999,206,-0.558738
SWIT_RS00205,0,0.1132346522267654,30.68,0.6890000000000001,395,-0.243291
SWIT_RS00210,1,0.8899548744535217,29.09,0.6679999999999999,593,-0.254637
SWIT_RS00215,1,0.0,34.21,0.679,261,-0.642146
SWIT_RS00220,1,0.21965198783757334,34.97,0.611,90,-0.592222
SWIT_RS00230,0,0.0,35.2,0.6509999999999999,130,-0.136154
SWIT_RS00235,0,0.0,47.69,0.626,66,-0.6030300000000001
SWIT_RS00240,0,0.036664135690955814,27.78,0.726,268,-0.120895
SWIT_RS00245,1,0.0,,0.6779999999999999,59,1.023729
SWIT_RS00250,0,0.07556124320798405,30.39,0.67,215,-0.233488
SWIT_RS00255,1,0.1132346522267654,33.12,0.759,352,0.204261
SWIT_RS00260,1,0.4820831481637397,31.06,0.743,364,0.069506
SWIT_RS00265,1,0.03664248305122859,30.62,0.7120000000000001,111,-0.104504
SWIT_RS00270,1,0.0,33.98,0.674,259,0.730116
SWIT_RS00275,1,0.8891560581032688,32.71,0.71,582,0.034708
SWIT_RS00280,1,0.14674760612744664,33.79,0.6609999999999999,112,0.007143000000000002
SWIT_RS00285,0,0.036681548188474335,33.12,0.655,231,-0.141991
SWIT_RS00290,0,0.0,32.62,0.703,498,0.5568270000000001
SWIT_RS00295,1,0.0,32.38,0.7170000000000001,265,-0.229811
SWIT_RS00300,0,0.40951871944773294,31.58,0.645,301,-0.459136
SWIT_RS00305,0,0.2564366146751834,36.91,0.695,321,-0.100623
SWIT_RS00310,1,0.0,35.46,0.74,141,-0.001418
SWIT_RS00315,1,0.15104272299419144,36.35,0.7040000000000001,208,0.100481
SWIT_RS00320,1,0.0,33.52,0.713,159,-0.374843
SWIT_RS00325,1,0.0361627847393401,30.24,0.722,812,0.08706900000000001
SWIT_RS00330,1,0.0,32.69,0.725,143,0.582518
SWIT_RS00335,1,0.0,35.95,0.639,122,-0.084426
SWIT_RS00340,1,0.0,33.78,0.733,379,0.221108
SWIT_RS00345,1,0.0,32.19,0.7190000000000001,280,-0.095714
SWIT_RS00350,1,0.037808070767426,31.99,0.685,241,-0.290871
SWIT_RS00360,1,0.0,35.47,0.711,97,-1.521649
SWIT_RS00365,0,0.0,26.33,0.693,63,-0.779365
SWIT_RS00370,0,0.0,37.9,0.6809999999999999,144,0.158333
SWIT_RS00375,1,0.0,31.97,0.659,177,-0.348588
SWIT_RS00380,0,0.7418307797604076,32.73,0.737,313,0.311502
SWIT_RS00385,0,0.037009292079678166,29.2,0.713,115,-0.416522
SWIT_RS00390,0,0.07376079451754912,33.58,0.6890000000000001,193,-0.190674
SWIT_RS00395,1,0.0,31.13,0.653,593,0.626138
SWIT_RS00400,1,0.0,31.81,0.679,471,-0.22017
SWIT_RS00405,1,0.0,29.33,0.727,428,0.228271
SWIT_RS00410,1,0.7423104563028083,30.03,0.688,445,-0.097753
SWIT_RS00415,1,0.2614913407404095,32.96,0.747,267,0.419476
SWIT_RS00420,0,0.1463673148061408,28.4,0.67,202,-0.4331680000000001
SWIT_RS00425,0,0.7039866878263439,36.91,0.644,74,-0.3783780000000001
SWIT_RS00430,0,0.7788282533359041,34.19,0.6809999999999999,142,-0.959155
SWIT_RS00435,1,0.6677778878272951,27.22,0.708,311,0.300321
SWIT_RS00440,1,0.7794049723668373,27.04,0.69,246,0.352439
SWIT_RS00445,1,0.777200943588487,25.12,0.603,78,-0.070513
SWIT_RS00450,1,0.6653364662608637,30.97,0.669,421,-0.089786
SWIT_RS00455,1,0.07429728359853613,30.59,0.706,323,-0.04644
SWIT_RS00460,0,0.0,31.68,0.6709999999999999,148,0.761486
SWIT_RS00465,0,0.0,28.55,0.705,138,1.19855
SWIT_RS00470,0,0.0,37.33,0.665,192,-0.108854
SWIT_RS00475,1,0.0,32.49,0.713,299,0.852174
SWIT_RS00480,0,0.14915331620807626,28.24,0.7340000000000001,313,0.07380199999999999
SWIT_RS00485,0,0.036681548188474335,33.5,0.723,312,-0.011218
SWIT_RS00490,0,0.0,39.22,0.647,100,-0.297
SWIT_RS00495,0,0.0,32.48,0.742,465,0.069248
SWIT_RS00500,0,0.0,34.99,0.669,128,-0.083594
SWIT_RS00505,0,0.036681548188474335,32.26,0.688,139,0.100719
SWIT_RS00510,0,0.0,29.72,0.6890000000000001,648,0.548457
SWIT_RS00515,1,0.07410129929227216,29.8,0.64,258,-0.366279
SWIT_RS00520,1,0.0,33.05,0.742,226,-0.088496
SWIT_RS00525,1,0.33688566546209925,29.22,0.6729999999999999,269,-0.058736
SWIT_RS00530,0,0.0,31.43,0.688,642,-0.299065
SWIT_RS28580,0,0.0,33.46,0.69,57,-1.064912
SWIT_RS00535,1,0.0,32.73,0.713,294,0.042177
SWIT_RS00540,1,0.3361908395302108,30.1,0.701,750,-0.2604
SWIT_RS00545,1,0.0,28.9,0.6990000000000001,572,0.068357
SWIT_RS00550,0,0.5551501724707354,29.32,0.754,401,0.004988
SWIT_RS00555,0,0.0,31.44,0.74,201,-0.026368
SWIT_RS00560,0,0.0,30.16,0.6890000000000001,191,-0.186911
SWIT_RS00565,0,0.0,36.03,0.722,175,-0.004
SWIT_RS00570,1,0.0,34.36,0.708,211,-0.129858
SWIT_RS00575,1,0.0,32.86,0.71,253,0.244269
SWIT_RS00580,1,0.18657612626769968,30.28,0.705,132,0.040152
SWIT_RS00585,0,0.0,40.29,0.675,297,-0.014815
SWIT_RS00590,1,0.03707924632907479,36.41,0.674,215,-0.253488
SWIT_RS00595,1,0.037515108548581616,29.67,0.665,241,0.29917
SWIT_RS00600,1,0.03707924632907479,35.12,0.642,160,0.189375
SWIT_RS00605,1,0.0,30.74,0.627,142,0.044366
SWIT_RS00610,0,0.03648921283111014,30.53,0.7,328,0.164939
SWIT_RS00615,1,0.037243946148378095,29.16,0.748,313,0.141534
SWIT_RS00620,1,0.0,33.12,0.7559999999999999,175,0.437143
SWIT_RS00625,0,0.0,31.77,0.742,831,0.516727
SWIT_RS00630,0,0.07327034486429701,31.87,0.725,228,0.195176
SWIT_RS00635,0,0.036164539026644224,28.03,0.6659999999999999,771,-0.305188
SWIT_RS00640,0,0.0,43.07,0.644,75,-0.5479999999999999
SWIT_RS00645,1,0.0,30.75,0.706,331,0.186405
SWIT_RS00650,0,0.0,33.26,0.688,201,-0.17413
SWIT_RS00655,0,0.0,31.96,0.73,143,0.094406
SWIT_RS00660,0,0.036681548188474335,28.93,0.675,251,0.8015939999999999
SWIT_RS00665,1,0.07360314109147832,31.49,0.7170000000000001,414,-0.218116
SWIT_RS00670,0,0.0,32.09,0.722,279,0.176702
SWIT_RS00680,0,0.0,31.38,0.642,124,0.252419
SWIT_RS00685,1,0.0,30.82,0.742,286,0.07132899999999999
SWIT_RS00690,0,0.0,28.11,0.667,258,-0.078682
SWIT_RS00695,0,0.03775317244055805,31.13,0.735,506,0.038142
SWIT_RS00700,1,0.0,33.27,0.703,130,-0.170769
SWIT_RS00705,1,0.037648130132303136,31.79,0.687,448,-0.381697
SWIT_RS00710,0,0.036681548188474335,30.04,0.6970000000000001,468,-0.018376
SWIT_RS00715,0,0.14674502511008425,30.25,0.693,525,-0.389714
SWIT_RS00720,0,0.037107560124956925,29.22,0.71,475,1.028842
SWIT_RS00725,0,0.0,30.75,0.655,194,-0.528866
SWIT_RS00730,0,0.0,34.96,0.706,203,-0.165517
SWIT_RS00735,1,0.0,33.18,0.701,233,-0.3
SWIT_RS00740,0,0.0,38.41,0.643,69,-0.95942
SWIT_RS00745,0,0.0,33.42,0.667,119,0.310084
SWIT_RS00750,0,0.0,35.04,0.6920000000000001,531,0.355744
SWIT_RS00755,0,0.0,36.06,0.649,170,0.33
SWIT_RS00760,1,0.0,35.53,0.685,279,0.02724
SWIT_RS00765,0,0.0,44.14,0.657,342,-0.023392
SWIT_RS00770,1,0.0,45.24,0.635,177,0.014124
SWIT_RS00775,1,0.0,43.27,0.618,451,-0.22816
SWIT_RS00780,1,0.0,45.8,0.623,129,0.027907
SWIT_RS00785,1,0.037107560124956925,40.0,0.645,110,-0.29
SWIT_RS27180,0,0.0,52.65,0.606,131,-0.351145
SWIT_RS00795,0,0.037092007212594,34.58,0.655,205,-0.214634
SWIT_RS00800,0,0.0,40.21,0.639,304,-0.255592
SWIT_RS00805,0,0.0,44.75,0.639,121,-0.357025
SWIT_RS00810,1,0.0,35.47,0.708,309,0.176052
SWIT_RS00815,1,0.0,34.45,0.6920000000000001,104,1.086538
SWIT_RS00820,1,0.0,35.37,0.708,89,0.8033710000000001
SWIT_RS00825,1,0.0,33.43,0.6859999999999999,822,-0.026277
SWIT_RS00830,1,0.0,34.06,0.6940000000000001,244,-0.273771
SWIT_RS00835,1,0.0,35.28,0.736,121,-0.323967
SWIT_RS00840,1,0.0,35.28,0.711,438,0.602055
SWIT_RS00845,1,0.0,33.97,0.696,229,-0.348035
SWIT_RS00850,1,0.0,34.95,0.6970000000000001,278,-0.232014
SWIT_RS00855,1,0.0,42.03,0.7120000000000001,395,-0.392152
SWIT_RS00860,0,0.0,40.65,0.616,73,-0.543836
SWIT_RS00865,1,0.0,49.95,0.573,75,-0.22
SWIT_RS00870,0,0.0,43.56,0.6659999999999999,293,0.187031
SWIT_RS00875,0,0.0,48.97,0.583,144,-0.053472000000000006
SWIT_RS27435,0,0.0,55.11,0.583,252,-0.129365
SWIT_RS27440,0,0.0,50.95,0.611,192,-0.407813
SWIT_RS00880,0,0.0,40.41,0.6559999999999999,539,-0.002041
SWIT_RS00885,0,0.036164539026644224,36.33,0.691,814,-0.514742
SWIT_RS00890,1,0.0,40.54,0.688,108,-0.540741
SWIT_RS00895,1,0.0,40.15,0.7090000000000001,87,-0.273563
SWIT_RS00900,0,0.0,41.4,0.716,238,-0.173109
SWIT_RS00905,0,0.0,37.8,0.723,147,-0.085714
SWIT_RS00910,0,0.0740291530279609,34.07,0.6779999999999999,91,-0.734066
SWIT_RS00915,0,0.0,40.08,0.741,184,-0.248913
SWIT_RS00920,0,0.03724239987160485,46.12,0.667,87,-0.46092
SWIT_RS00925,0,0.0,30.03,0.639,108,-0.55
SWIT_RS27185,1,0.07393088498268215,42.8,0.611,559,-0.543471
SWIT_RS00935,0,0.0,31.22,0.7020000000000001,132,1.6439400000000002
SWIT_RS00940,1,0.0,39.64,0.652,162,-0.7629630000000001
SWIT_RS00945,1,0.0,43.56,0.616,159,-0.206918
SWIT_RS00950,0,0.0,37.32,0.6609999999999999,302,-0.489735
SWIT_RS00955,0,0.0,37.47,0.667,348,-0.164081
SWIT_RS00960,0,0.0,34.12,0.68,703,-0.37212
SWIT_RS00965,0,0.0,37.73,0.6729999999999999,398,-0.315578
SWIT_RS00970,0,0.0,39.58,0.688,78,-1.3038459999999998
SWIT_RS00975,1,0.0,45.82,0.562,294,-0.32517
SWIT_RS00980,1,0.0,39.61,0.637,1167,-0.407369
SWIT_RS00985,1,0.0,42.25,0.643,1414,-0.335573
SWIT_RS00990,1,0.07340416234634962,50.46,0.5820000000000001,933,-0.291318
SWIT_RS00995,1,0.0,39.06,0.632,1098,-0.38725
SWIT_RS01000,1,0.0,41.99,0.614,457,-0.240919
SWIT_RS01005,1,0.0,47.87,0.583,517,-0.253965
SWIT_RS01015,0,0.0,29.95,0.685,128,-0.132813
SWIT_RS01020,0,0.036681548188474335,30.39,0.6709999999999999,218,-0.188991
SWIT_RS01025,0,0.7067500089467438,29.6,0.735,252,0.09127
SWIT_RS01030,1,0.0,32.61,0.6729999999999999,110,-0.276364
SWIT_RS01035,1,0.0,33.02,0.6970000000000001,184,-0.425
SWIT_RS01040,1,0.0,32.64,0.7090000000000001,234,-0.065385
SWIT_RS01045,0,0.7417612244593705,30.87,0.7,297,-0.108418
SWIT_RS01050,0,0.3324482625197419,32.11,0.7120000000000001,234,-0.358974
SWIT_RS27445,1,0.0,33.69,0.6779999999999999,58,-1.005172
SWIT_RS01055,0,0.0,27.62,0.732,92,0.191304
SWIT_RS01060,0,0.0,31.01,0.682,133,-0.245113
SWIT_RS01065,0,0.0,29.39,0.6829999999999999,543,0.047514
SWIT_RS01070,0,0.0,30.12,0.701,379,0.241689
SWIT_RS01075,0,0.0,31.32,0.722,260,1.1388459999999998
SWIT_RS01080,0,0.03724456744354954,30.78,0.652,93,1.125806
