,strand_lead,geptop,Nc,GC,L_aa,Gravy
CCNA_00001,1,0.0,36.64,0.649,301,-0.120266
CCNA_00002,1,0.03908826153733121,35.82,0.6629999999999999,199,0.066332
CCNA_00003,1,0.2598543150081512,40.47,0.688,285,0.399649
CCNA_00004,1,0.8535541017471779,38.82,0.672,199,0.055779
CCNA_00005,1,0.4069938210895232,33.67,0.643,237,-0.217722
CCNA_00006,1,0.11150402255277167,31.14,0.6759999999999999,262,0.210305
CCNA_00007,1,0.4828472051429345,29.9,0.659,91,-0.426374
CCNA_00008,1,0.8532196388671189,35.4,0.675,490,-0.191633
CCNA_00009,0,0.0370636165721489,39.93,0.6759999999999999,206,-0.151942
CCNA_00010,1,0.6671248282865887,26.68,0.649,631,-0.29857399999999995
CCNA_00011,1,0.3676427549545745,32.35,0.6809999999999999,385,-0.39013
CCNA_00012,1,0.03668434116704237,33.01,0.708,903,0.006312
CCNA_00013,1,0.0,34.8,0.677,940,-0.240851
CCNA_00014,0,0.07346633568046257,32.8,0.684,158,0.08481
CCNA_00015,0,0.03645269010884065,33.96,0.6559999999999999,183,0.030601
CCNA_00016,0,0.07407726214377082,36.07,0.684,150,-0.11
CCNA_00017,0,0.0,34.09,0.7170000000000001,79,0.249367
CCNA_00018,0,0.07481968138572934,35.62,0.674,349,-0.091404
CCNA_00019,1,0.0,38.95,0.7,210,0.153333
CCNA_00020,0,0.0,41.84,0.662,74,-0.051351
CCNA_03911,0,0.0,29.83,0.649,37,-1.313513
CCNA_00021,0,0.0,33.45,0.6709999999999999,730,-0.078356
CCNA_00022,0,0.0,38.05,0.68,176,-0.073864
CCNA_00023,1,0.03683481408579509,39.02,0.685,110,0.18
CCNA_00024,1,0.0,33.35,0.73,296,0.176351
CCNA_00025,0,0.0,33.42,0.6579999999999999,550,0.5932729999999999
CCNA_00026,0,0.0,36.53,0.6829999999999999,900,-0.28377800000000003
CCNA_00027,0,0.0,34.64,0.659,229,-0.10917
CCNA_00028,0,0.0,31.19,0.6679999999999999,773,-0.2652
CCNA_00029,1,0.07368394428612089,32.44,0.6859999999999999,210,0.806667
CCNA_00030,1,0.0,36.23,0.69,244,-0.22008200000000006
CCNA_00031,0,0.037148032669571486,41.93,0.638,128,0.135937
CCNA_00032,0,0.0,39.5,0.629,80,-0.19625
CCNA_03912,0,0.0,58.0,0.5870000000000001,206,-0.092718
CCNA_00033,0,0.30085647567793816,26.55,0.648,712,-0.07120800000000001
CCNA_00034,0,0.5901369167404982,34.62,0.629,89,-0.635955
CCNA_00035,0,0.07353347136736818,35.93,0.6729999999999999,310,-0.147097
CCNA_00036,0,0.18398258471455176,27.72,0.653,149,-0.5060399999999999
CCNA_00037,0,0.0,31.49,0.6809999999999999,262,-0.026718
CCNA_00038,0,0.0,34.77,0.691,191,-0.160733
CCNA_00039,0,0.0,33.36,0.723,172,-0.081977
CCNA_00040,0,0.0,47.75,0.608,183,0.253552
CCNA_00041,0,0.8524898011913358,31.83,0.703,1009,-0.493657
CCNA_00042,0,0.18653066147660846,39.76,0.682,216,-0.15324100000000002
CCNA_00043,0,0.7386141619870725,28.01,0.6559999999999999,548,-0.376642
CCNA_00044,0,0.4106378744599624,33.61,0.66,191,-0.495812
CCNA_00045,1,0.6310045497563187,27.37,0.637,177,-0.155932
CCNA_00046,0,0.0,35.68,0.6409999999999999,128,0.930468
CCNA_00047,0,0.11034314959910912,31.73,0.6859999999999999,226,-0.378319
CCNA_00048,0,0.8515273244140928,27.78,0.665,407,-0.346683
CCNA_00049,0,0.0,36.76,0.637,144,-0.509722
CCNA_00050,0,0.29821617430075514,40.3,0.6709999999999999,530,0.32434
CCNA_00051,0,0.0,36.68,0.698,308,-0.219481
CCNA_00052,0,0.5920998376117592,37.02,0.653,151,-0.386093
CCNA_00053,0,0.07413875774477911,34.56,0.6940000000000001,314,-0.11401300000000003
CCNA_00054,0,0.07291007957830016,29.89,0.6609999999999999,448,-0.31450900000000004
CCNA_00055,0,0.2604490585746663,30.08,0.637,135,-0.68
CCNA_00056,0,0.03668434116704237,34.18,0.693,150,0.122667
CCNA_00057,0,0.7033954212166575,33.39,0.722,211,0.455924
CCNA_00058,0,0.0,30.45,0.695,210,-0.004286
