,strand_lead,geptop,Nc,GC,L_aa,Gravy
BSU_00010,1,0.8517968329417634,54.28,0.401,446,-0.408296
BSU_00020,1,0.8889127881093877,50.83,0.4,378,-0.092328
BSU_00030,1,0.03780832209754402,48.44,0.441,71,-0.042254
BSU_00040,1,0.0739959183965178,56.88,0.456,370,-0.432162
BSU_00050,1,0.0,49.3,0.37,81,-0.0049380000000000005
BSU_00060,1,0.9626638517305028,53.05,0.451,638,-0.5293100000000001
BSU_00070,1,0.8146956409699759,51.38,0.444,821,-0.359683
BSU_00080,0,0.0,50.65,0.34700000000000003,315,-0.44
BSU_00090,1,0.44384575853114,50.11,0.436,488,-0.183197
BSU_00100,1,0.036801318084325525,55.2,0.406,443,-0.313544
BSU_00110,1,0.0,42.54,0.461,294,-0.047958999999999995
BSU_00120,1,0.0,47.55,0.466,196,0.033674
BSU_00130,1,0.8144719498829017,48.52,0.445,425,-0.555765
BSU_00140,0,0.0,45.65,0.376,217,-0.5396310000000001
BSU_00150,0,0.0,52.04,0.406,207,-0.311111
BSU_00160,0,0.0,55.48,0.461,427,-0.418969
BSU_00170,0,0.036927311999396084,52.21,0.379,181,-0.160221
BSU_00180,1,0.4440286016395187,50.01,0.455,161,-0.165838
BSU_00190,1,0.9260804850158256,56.46,0.436,563,-0.2746
BSU_00200,1,0.1486125212860297,48.62,0.396,107,-0.373832
BSU_00210,1,0.03687955946927436,55.13,0.434,198,-0.13686900000000002
BSU_00220,1,0.0,48.96,0.38299999999999995,74,-1.060811
BSU_00230,1,0.0,42.45,0.395,87,1.708046
BSU_00240,1,0.0,42.54,0.32299999999999995,64,-0.396875
BSU_00250,1,0.0,50.41,0.371,204,-0.19313699999999998
BSU_00260,1,0.0,53.99,0.40299999999999997,386,-0.50285
BSU_00270,1,0.0,53.42,0.43,480,-0.143542
BSU_00280,1,0.8146766174190538,54.99,0.41200000000000003,212,-0.204245
BSU_00290,1,0.0,53.61,0.42200000000000004,109,-0.048624
BSU_00300,1,0.0,44.17,0.37,146,-0.459589
