,strand_lead,geptop,Nc,GC,L_aa,Gravy
PA0001,1,0.8889653047589441,35.69,0.626,514,-0.286187
PA0002,1,0.9242507167119683,32.03,0.621,367,-0.14713900000000002
PA0003,1,0.0738506971001839,42.62,0.617,369,-0.24851
PA0004,1,0.962082869824726,30.04,0.624,806,-0.41067
PA0005,0,0.552764651886672,29.41,0.664,257,0.181712
PA0006,0,0.14903067993512087,38.49,0.637,178,0.067978
PA0007,1,0.0,34.11,0.6659999999999999,568,-0.20088
PA0008,0,0.7071757967454482,31.69,0.6709999999999999,684,-0.031579
PA0009,0,0.5938165561478321,28.05,0.648,315,-0.24254
PA0010,1,0.03684102867144474,31.84,0.65,183,-0.22459
PA0011,1,0.11151592724501153,43.31,0.589,295,-0.094237
PA0012,1,0.0,37.09,0.591,88,-0.238636
PA0013,1,0.0,34.14,0.624,217,0.764055
PA0014,0,0.0,48.83,0.626,90,0.004445
PA0015,0,0.0,32.63,0.67,105,-0.517143
PA0016,0,0.10953726791316716,28.53,0.659,457,-0.042013
PA0017,0,0.0,32.28,0.708,434,-0.184562
PA0018,0,0.7767447134885241,31.15,0.7120000000000001,314,0.067834
PA0019,0,0.6652714872894608,30.65,0.617,168,-0.441071
PA0020,1,0.0,31.39,0.657,341,-0.248094
PA0021,1,0.036410266352234336,36.18,0.731,362,0.079282
PA0022,1,0.7785731431939187,34.75,0.703,185,-0.024865
PA0023,0,0.0,31.36,0.6759999999999999,325,-0.138461
PA0024,1,0.3735619389561165,33.95,0.669,305,-0.506885
PA0025,1,0.2603293704281624,34.29,0.698,274,-0.023358
PA0026,1,0.0,28.82,0.67,328,-0.433232
PA0027,1,0.0,33.63,0.696,428,-0.5485979999999999
PA0028,1,0.0,35.73,0.7170000000000001,200,-0.419
PA0029,0,0.0,34.58,0.705,517,0.576789
PA0030,0,0.0,31.8,0.693,307,-0.254723
PA0031,0,0.0,29.8,0.6829999999999999,503,-0.431412
PA0032,1,0.0,34.37,0.688,304,0.011184
PA0032a,1,0.0374999180597832,33.3,0.6559999999999999,125,-0.2632
PA0033,0,0.0,28.88,0.6779999999999999,121,-0.406612
PA0034,0,0.0,30.34,0.63,207,0.005314
PA0035,0,0.22329604735203049,28.66,0.695,268,0.060821000000000014
PA0036,0,0.22301485859241596,28.0,0.672,402,-0.202985
PA0037,1,0.0,34.27,0.728,295,-0.06677899999999999
PA0038,1,0.0,33.08,0.5820000000000001,71,-0.31831
PA0039,1,0.0,29.57,0.6,75,0.194667
PA0040,1,0.0,28.63,0.7,562,-0.593238
PA0041,1,0.0,32.3,0.6859999999999999,3535,-0.191542
PA0041a,1,0.0,55.88,0.5710000000000001,233,-0.516738
PA0042,1,0.07399859042462763,39.13,0.628,131,-0.442748
PA0043,0,0.0,33.18,0.7,460,0.7276090000000001
PA0044,1,0.0,41.34,0.674,457,-0.313348
PA0045,1,0.0,30.62,0.6459999999999999,228,-0.189035
PA0046,1,0.0,36.08,0.652,117,-0.4102560000000001
PA0047,1,0.0,27.33,0.6920000000000001,169,0.085207
PA0048,0,0.07520440506826333,34.62,0.69,127,-0.302362
PA0049,0,0.0,29.48,0.713,553,-0.369982
PA0050,1,0.0,27.21,0.696,46,0.547826
PA0051,1,0.0,33.77,0.67,610,-0.353115
PA0052,0,0.0,29.0,0.7,142,-0.142958
PA0054,0,0.0,31.95,0.7090000000000001,182,-0.205495
PA0055,0,0.0,28.84,0.665,168,-0.0029760000000000003
PA0056,0,0.0,26.4,0.728,306,-0.08692799999999999
PA0057,1,0.03784512900218842,31.55,0.684,295,-0.08745700000000001
PA0058,1,0.0,32.73,0.725,234,0.0029920000000000003
PA0059,1,0.0,34.16,0.66,151,-0.131126
PA0060,1,0.0,33.99,0.61,77,-0.131169
PA0061,0,0.0,31.05,0.713,145,-0.317241
PA0062,0,0.0,28.9,0.6859999999999999,138,-0.527536
PA0063,1,0.0,32.21,0.7,375,-0.2496
PA0064,0,0.0,31.9,0.698,327,0.847706
PA0065,0,0.0,29.69,0.6759999999999999,221,-0.252941
PA0066,0,0.0,29.4,0.67,180,0.13555599999999998
PA0067,1,0.0,27.51,0.68,681,-0.253304
PA0068,1,0.0,36.2,0.6629999999999999,91,-0.6648350000000001
PA0069,1,0.0,31.05,0.6920000000000001,352,-0.27358000000000005
PA0070,0,0.03735767010694255,28.96,0.6809999999999999,304,-0.480921
PA0071,0,0.0,35.35,0.667,570,-0.302632
PA0072,0,0.0,28.54,0.737,399,0.429824
PA0073,0,0.0,28.97,0.745,239,-0.101255
PA0074,0,0.10957968583127407,28.02,0.706,1032,-0.243702
PA0075,0,0.0,28.93,0.698,242,0.021488
PA0076,0,0.0,28.93,0.721,226,0.146018
PA0077,0,0.0,27.77,0.698,1101,-0.244232
PA0078,0,0.0,26.82,0.723,449,-0.255679
PA0079,0,0.0,29.57,0.7040000000000001,444,-0.021397
PA0080,0,0.0,32.02,0.7120000000000001,154,-0.172727
PA0081,0,0.03702585940884832,30.79,0.711,497,-0.397787
PA0082,1,0.0,34.39,0.703,344,0.009884
PA0083,1,0.0,29.6,0.649,172,-0.250581
PA0084,1,0.03784512900218842,27.58,0.647,498,-0.427711
PA0085,1,0.0,28.24,0.628,162,-0.414815
PA0086,1,0.0,32.22,0.7020000000000001,281,0.018861000000000003
PA0087,1,0.0,28.92,0.7,169,-0.177515
PA0088,1,0.0,28.06,0.6970000000000001,619,-0.301293
PA0089,1,0.0,30.24,0.7040000000000001,348,-0.455747
PA0090,1,0.0,27.69,0.684,902,-0.156098
PA0091,1,0.0,29.37,0.672,643,-0.541991
PA0092,0,0.0,39.54,0.624,94,-0.125532
PA0093,0,0.0,35.14,0.674,430,0.068372
PA0094,0,0.0,28.19,0.6709999999999999,144,-0.4638890000000001
PA0095,1,0.0,28.83,0.659,741,-0.6674760000000001
PA0096,1,0.0,31.23,0.698,149,0.22953
PA0097,1,0.0,35.23,0.7020000000000001,399,-0.335338
PA0098,1,0.0,32.07,0.715,345,0.092754
PA0099,1,0.0,41.19,0.611,386,-0.617876
PA0100,1,0.0,42.5,0.626,306,-0.188889
PA0101,1,0.0,34.64,0.723,415,-0.129638
PA0102,1,0.1113302423976084,35.79,0.665,242,-0.219008
PA0103,1,0.0,33.37,0.703,523,0.7491399999999999
PA0103a,0,0.0,29.43,0.667,212,-0.14434
PA0105,1,0.03702585940884832,29.23,0.643,374,-0.091979
PA0106,1,0.03702585940884832,27.03,0.64,530,0.75
PA0107,1,0.0,32.5,0.649,184,0.074456
PA0108,1,0.03702585940884832,25.73,0.6459999999999999,295,0.52983
PA0109,0,0.0,29.95,0.643,69,1.085508
PA0110,1,0.0,33.91,0.72,264,-0.310606
PA0111,1,0.0,30.16,0.696,192,-0.129688
PA0112,1,0.11143724563081547,30.41,0.721,357,0.5789920000000001
PA0113,1,0.03702585940884832,30.5,0.667,304,0.807237
PA0114,1,0.0,27.29,0.66,211,-0.017536000000000003
PA0115,0,0.0,30.31,0.6729999999999999,150,-0.115333
PA0116,1,0.0,41.96,0.667,157,-0.284713
PA0117,1,0.0,29.49,0.69,242,-0.151653
PA0118,1,0.0,33.92,0.667,195,-0.007692
PA0119,1,0.0,29.17,0.6579999999999999,449,0.907127
PA0120,1,0.0,30.19,0.674,228,-0.135965
PA0121,1,0.0,33.07,0.706,244,-0.038935
PA0122,1,0.0,31.96,0.623,136,-0.386029
PA0123,0,0.0,36.16,0.6809999999999999,302,-0.160927
PA0124,0,0.0,30.72,0.62,93,-0.217204
PA0125,0,0.0,30.33,0.6709999999999999,75,-0.397333
PA0126,0,0.0,29.06,0.684,206,-0.31553400000000004
PA0127,1,0.0,28.06,0.693,166,0.03012
PA0128,1,0.03730108667901665,34.29,0.59,113,-0.20531
PA0129,0,0.0,29.79,0.665,475,0.830526
PA0130,0,0.0,27.07,0.675,497,-0.014286000000000004
PA0131,0,0.0,26.81,0.688,95,-0.249474
PA0132,0,0.036497133953433215,26.48,0.677,448,-0.097991
PA0133,1,0.0,28.74,0.6829999999999999,305,0.011803
PA0134,0,0.0,32.23,0.682,456,-0.058114
PA0135,1,0.0,33.9,0.616,46,-0.628261
PA0136,1,0.03605669246899255,33.12,0.72,523,0.113384
PA0137,1,0.07288153016032814,30.54,0.6990000000000001,365,0.754246
PA0138,1,0.0,30.08,0.71,308,1.115909
PA0139,1,0.0,25.49,0.624,187,-0.182353
PA0140,1,0.0,27.73,0.665,521,-0.001535
PA0141,0,0.03640911057443138,29.58,0.6579999999999999,298,-0.610738
PA0142,1,0.0,30.77,0.71,449,0.016704
PA0143,1,0.0,29.29,0.68,350,0.028857
PA0144,0,0.0,29.85,0.713,208,-0.127404
PA0145,0,0.0,29.83,0.7190000000000001,172,-0.027907
PA0146,1,0.036055318924037336,30.07,0.6679999999999999,365,-0.259726
PA0147,1,0.0,31.35,0.6890000000000001,320,-0.375938
PA0148,1,0.0,28.99,0.655,316,-0.275316
PA0149,1,0.03682683721211548,31.78,0.722,181,-0.5303869999999999
PA0150,1,0.0,34.06,0.737,331,-0.15770399999999998
PA0151,1,0.0,29.71,0.6920000000000001,795,-0.401258
PA0152,1,0.0,29.78,0.713,275,0.215636
PA0153,1,0.0,30.24,0.6759999999999999,239,-0.548117
PA0154,1,0.0,29.84,0.6729999999999999,201,-0.430348
PA0155,1,0.0,30.82,0.688,279,0.051254
PA0156,1,0.0,32.22,0.705,383,-0.136554
PA0157,1,0.0,30.32,0.71,356,-0.24073000000000006
PA0158,1,0.0,29.07,0.657,1015,0.184039
PA0159,1,0.0,31.79,0.682,312,-0.153846
PA0160,1,0.0,34.47,0.628,61,-0.055738
PA0162,1,0.0,31.37,0.649,444,-0.488063
PA0163,0,0.0,30.48,0.6990000000000001,265,-0.228302
PA0164,1,0.03702585940884832,31.54,0.7120000000000001,538,-0.183457
PA0165,1,0.0,26.78,0.624,278,-0.443166
PA0166,1,0.036410266352234336,30.05,0.7,468,0.810257
PA0167,1,0.0,27.69,0.6829999999999999,221,-0.13936600000000002
PA0168,1,0.03640911057443138,27.03,0.733,196,-0.055612
PA0169,0,0.036410266352234336,30.35,0.685,235,-0.539149
PA0170,0,0.0,30.9,0.659,126,-0.552381
PA0171,0,0.0,29.65,0.6629999999999999,180,-0.253889
PA0172,0,0.0,29.21,0.701,663,-0.206184
PA0173,0,0.0,28.14,0.7170000000000001,349,0.010888
PA0174,0,0.0,27.06,0.68,200,-0.0975
PA0175,0,0.0,31.32,0.6729999999999999,280,-0.235
PA0176,0,0.0,29.72,0.6859999999999999,679,-0.25729
PA0177,0,0.0,27.41,0.665,161,0.33354
PA0178,0,0.0,30.95,0.691,639,-0.120501
PA0179,0,0.0,27.18,0.65,121,-0.209091
PA0180,0,0.0,33.27,0.6759999999999999,390,-0.118718
PA0181,0,0.0,29.55,0.6940000000000001,310,-0.13129000000000002
PA0182,1,0.0,28.78,0.705,250,0.326
PA0183,0,0.0,31.68,0.685,536,-0.377612
PA0184,0,0.0,29.12,0.6990000000000001,279,-0.084588
PA0185,0,0.0,32.13,0.7170000000000001,538,0.620075
PA0186,1,0.0,31.46,0.684,353,0.129745
PA0187,1,0.07507128858041387,32.35,0.6629999999999999,271,-0.197786
PA0188,1,0.0,30.78,0.6890000000000001,293,1.125597
PA0189,0,0.0,31.15,0.706,452,-0.452655
PA0190,1,0.0,34.72,0.703,241,-0.095851
PA0191,0,0.0,27.81,0.672,305,-0.232787
PA0192,1,0.0,30.06,0.6829999999999999,790,-0.298987
PA0193,1,0.0,31.73,0.6970000000000001,300,-0.346667
PA0194,1,0.0,29.24,0.705,299,-0.4
PA0195,1,0.0,28.74,0.7070000000000001,372,0.153764
PA0195.1,1,0.0,29.22,0.634,102,1.0205879999999998
PA0196,1,0.0,26.85,0.6579999999999999,478,0.646443
PA0197,1,0.03730108667901665,33.35,0.736,270,-0.4118520000000001
PA0198,1,0.0,29.29,0.7020000000000001,239,0.059833
PA0199,1,0.0,27.95,0.649,133,0.256391
PA0200,0,0.0,35.92,0.652,70,-0.984286
PA0201,1,0.0,31.95,0.715,193,-0.337306
PA0202,0,0.0,29.41,0.693,485,-0.146392
PA0203,0,0.03605669246899255,29.66,0.66,344,-0.167733
PA0204,0,0.0,30.42,0.667,269,0.858736
PA0205,0,0.03605669246899255,30.44,0.6859999999999999,306,0.752288
PA0206,0,0.03605669246899255,34.68,0.68,370,-0.098919
PA0207,1,0.0,36.37,0.7120000000000001,297,0.095623
PA0208,1,0.0,29.35,0.6890000000000001,554,-0.181588
PA0209,1,0.0,33.61,0.746,293,0.031058
PA0210,1,0.07508219349841441,41.7,0.7240000000000001,99,0.20303
PA0211,1,0.0,32.5,0.706,287,0.041463
PA0212,1,0.0,31.85,0.743,268,0.044403
PA0213,1,0.0,31.61,0.742,230,-0.167826
PA0214,1,0.0,34.4,0.742,310,0.132581
PA0215,1,0.0,32.19,0.682,134,1.019403
PA0216,1,0.0,37.97,0.677,254,1.044882
PA0217,0,0.0,30.44,0.6559999999999999,309,0.040777
PA0218,0,0.0,30.62,0.6679999999999999,306,-0.054248000000000005
PA0219,1,0.0,32.36,0.6940000000000001,496,-0.036089
PA0220,1,0.0,31.14,0.6859999999999999,477,0.8901469999999999
PA0221,1,0.0,27.06,0.682,460,-0.192609
PA0222,1,0.0,33.85,0.675,352,-0.155114
PA0223,0,0.0,28.43,0.684,293,0.147099
PA0224,0,0.0,31.61,0.664,260,-0.075
PA0225,1,0.0,32.04,0.635,179,-0.292738
PA0226,1,0.03702585940884832,30.76,0.6859999999999999,283,-0.046996
PA0227,1,0.0,27.35,0.705,260,-0.001539
PA0228,1,0.0,31.44,0.7120000000000001,401,0.007481
PA0229,1,0.0,28.46,0.649,432,0.624305
PA0230,1,0.0,31.16,0.7290000000000001,459,0.038562
PA0231,1,0.0,29.68,0.71,263,0.155133
PA0232,1,0.0,31.59,0.652,133,-0.410526
PA0233,1,0.0,30.2,0.6990000000000001,313,-0.028434
PA0234,1,0.0,30.4,0.632,277,-0.465704
PA0235,0,0.0,30.2,0.6859999999999999,448,0.8247770000000001
PA0236,1,0.0,29.41,0.728,259,-0.090347
PA0237,1,0.07426866964598093,37.58,0.7070000000000001,347,-0.059942
PA0238,1,0.0,36.13,0.726,271,-0.047601
PA0239,1,0.0,30.19,0.674,292,0.961301
PA0240,0,0.0,29.87,0.6759999999999999,421,-0.427791
PA0241,0,0.0,29.8,0.672,441,0.582539
PA0242,1,0.0,30.6,0.691,634,-0.114196
PA0243,1,0.03682683721211548,33.76,0.643,222,-0.35270300000000004
PA0244,0,0.036910999539038376,30.63,0.727,284,0.198944
PA0245,0,0.258288882562116,31.51,0.6940000000000001,148,0.002703
PA0246,0,0.0,29.74,0.705,501,0.897206
PA0247,0,0.0,30.8,0.679,394,-0.258376
PA0248,1,0.03735767010694255,33.02,0.6890000000000001,288,-0.18507
PA0249,0,0.0374999180597832,33.42,0.696,148,-0.214189
PA0250,0,0.0,31.81,0.637,144,0.109028
PA0251,0,0.0,34.66,0.664,213,-0.080751
PA0252,0,0.0,36.03,0.677,95,-0.663158
