,strand_lead,geptop,Nc,GC,L_aa,Gravy
MYPU_RS00005,1,0.8881282796758171,41.98,0.27,460,-0.440435
MYPU_RS00010,1,0.5918787456019526,33.69,0.227,372,-0.239785
MYPU_RS00015,1,0.037276786321422915,36.2,0.264,72,-0.315278
MYPU_RS00020,1,0.1118187582520596,35.15,0.201,222,-0.684234
MYPU_RS00025,0,0.03736179349409035,29.4,0.201,211,-0.422749
MYPU_RS00030,1,0.0738130116820386,32.99,0.276,713,-0.695512
MYPU_RS00035,1,0.0,30.62,0.243,472,-0.68983
MYPU_RS00040,1,0.03736919057332598,34.67,0.259,112,-0.566964
MYPU_RS00045,1,0.8516253995467961,29.41,0.32299999999999995,196,-0.5
MYPU_RS00050,1,0.7412257866228678,31.07,0.304,229,-0.342358
MYPU_RS00055,0,0.0,31.32,0.265,456,-0.5138159999999999
MYPU_RS00060,0,0.11118261516041612,38.4,0.241,224,0.795089
MYPU_RS00065,1,0.2598229201809599,36.45,0.282,440,-0.113409
MYPU_RS00070,1,0.0,36.81,0.301,250,-0.4812
MYPU_RS00075,1,0.18479505908714314,41.36,0.248,251,-0.233865
MYPU_RS00080,1,0.036849470187184284,30.54,0.232,115,0.298261
MYPU_RS00085,1,0.07411223019468739,33.17,0.324,781,0.210499
MYPU_RS04085,1,0.0,35.19,0.227,389,-0.884833
MYPU_RS00095,1,0.11142279966454667,33.16,0.266,760,-0.591448
MYPU_RS00100,0,0.0,30.29,0.333,137,1.256205
MYPU_RS00105,1,0.036958519077548116,30.05,0.243,118,-0.6533899999999999
MYPU_RS00110,1,0.036849470187184284,32.76,0.29100000000000004,454,-0.198678
MYPU_RS00115,1,0.07441016763599749,38.08,0.307,322,-0.356522
MYPU_RS00120,1,0.03736919057332598,33.63,0.325,455,-0.12923099999999998
MYPU_RS00125,1,0.036743039621361405,33.06,0.301,847,-0.506966
MYPU_RS00130,1,0.0743277096508741,36.25,0.299,255,-0.504706
MYPU_RS00135,1,0.03736919057332598,33.64,0.28300000000000003,598,-0.475585
MYPU_RS00140,1,0.07473098406741634,34.48,0.304,327,0.5935779999999999
MYPU_RS00145,1,0.03736919057332598,39.23,0.292,318,0.6229560000000001
MYPU_RS00150,1,0.0,38.71,0.269,57,1.040351
MYPU_RS00155,1,0.0,44.61,0.233,159,0.850944
MYPU_RS00165,1,0.03679556467398445,39.67,0.239,103,-0.484466
MYPU_RS00170,1,0.11167068524963557,33.17,0.267,331,-0.346526
MYPU_RS00175,1,0.0,38.97,0.29,268,-0.20112
MYPU_RS00180,1,0.8141974998352112,36.2,0.292,421,-0.455582
MYPU_RS00185,1,0.03701744700805416,36.49,0.311,267,-0.322472
MYPU_RS00190,1,0.0,35.33,0.28300000000000003,272,-0.460662
MYPU_RS00195,1,0.07383173077766574,32.27,0.271,272,-0.436029
MYPU_RS00200,1,0.03736919057332598,35.35,0.297,266,-0.310902
MYPU_RS03940,1,0.0,33.8,0.21600000000000005,540,0.056852
MYPU_RS00210,1,0.037167391478051634,39.47,0.227,233,0.297854
MYPU_RS00215,1,0.07438663758138013,30.63,0.217,279,-0.405735
MYPU_RS00220,0,0.07438663758138013,33.85,0.206,405,-0.714074
MYPU_RS00235,1,0.7778325477421995,32.51,0.266,288,-0.134028
MYPU_RS00240,1,0.6669025478602145,32.51,0.333,346,-0.078902
MYPU_RS00245,1,0.0,33.48,0.251,303,0.571947
MYPU_RS03945,1,0.9249482407798406,35.78,0.262,812,-0.505173
MYPU_RS00255,1,0.07428106962465124,28.52,0.282,97,-0.553608
MYPU_RS00260,1,0.03681428376961158,38.06,0.251,190,-0.306316
MYPU_RS00265,1,0.7771298318679606,38.24,0.289,220,-0.459091
MYPU_RS00270,1,0.07427416141547874,41.09,0.236,296,-0.074662
MYPU_RS00275,1,0.03701744700805416,39.68,0.287,222,0.003153
MYPU_RS00285,0,0.03676822690736724,32.81,0.284,562,-0.398043
MYPU_RS03950,0,0.0,39.32,0.252,140,-0.758572
MYPU_RS00290,1,0.03700428330322833,35.05,0.262,391,-0.5741689999999999
MYPU_RS00295,1,0.0,31.56,0.182,392,-0.08341799999999999
MYPU_RS00300,1,0.14830092514387105,32.25,0.235,296,-0.421959
MYPU_RS00305,1,0.0,29.68,0.182,189,-0.01164
MYPU_RS00310,1,0.0,38.0,0.254,138,-0.272464
MYPU_RS00315,1,0.0,35.74,0.195,321,-0.345172
MYPU_RS00325,1,0.0738185670728399,41.18,0.203,182,-0.16978
MYPU_RS00330,1,0.0,33.18,0.244,165,-0.3
MYPU_RS03955,1,0.0,34.5,0.198,472,-0.0375
MYPU_RS00335,1,0.0,33.98,0.226,753,-0.116733
