,strand_lead,geptop,Nc,GC,L_aa,Gravy
PGN_RS00005,1,0.8930965683042109,52.73,0.507,473,-0.12389
PGN_RS00010,1,0.2496331988761451,56.81,0.53,190,0.067368
PGN_RS00015,0,0.0,50.42,0.5,339,0.673451
PGN_RS00020,1,0.0,55.93,0.527,234,-0.274359
PGN_RS00025,0,0.0,54.12,0.516,384,0.125
PGN_RS00030,0,0.17718442704844228,49.69,0.519,459,0.779521
PGN_RS10930,1,0.035722750910718616,61.0,0.464,140,-0.4507140000000001
PGN_RS00045,1,0.035628103298494584,47.58,0.552,859,-0.4144350000000001
PGN_RS00050,1,0.0,54.95,0.532,1003,-0.19651
PGN_RS00055,1,0.035722750910718616,55.28,0.49,342,-0.237719
PGN_RS00060,1,0.035628103298494584,56.6,0.5329999999999999,256,0.071484
PGN_RS00065,1,0.0,42.8,0.528,449,-0.104455
PGN_RS00070,1,0.0,54.28,0.505,445,-0.008764
PGN_RS00075,1,0.0,54.19,0.498,748,-0.28008
PGN_RS00080,1,0.03521969409043963,57.88,0.5,234,-0.5128199999999999
PGN_RS00085,0,0.0,51.94,0.534,333,-0.023123
PGN_RS00090,0,0.0,53.26,0.522,558,0.713799
PGN_RS00095,1,0.07236491581801782,52.15,0.5429999999999999,218,0.189908
PGN_RS00100,1,0.07347504014911922,53.23,0.534,219,-0.14977200000000002
PGN_RS00105,1,0.03561550283679235,52.92,0.512,1158,-0.214939
PGN_RS00110,1,0.0,52.51,0.474,391,-0.1422
PGN_RS00115,1,0.6431027356462689,45.43,0.5,162,0.025309
PGN_RS00120,0,0.0,61.0,0.467,180,-0.112222
PGN_RS00130,1,0.17784812136940212,49.65,0.561,158,0.141772
PGN_RS00135,1,0.0,57.18,0.485,361,-0.663712
PGN_RS00145,0,0.03570486152560681,57.77,0.505,239,-0.361088
PGN_RS00150,0,0.0,54.58,0.541,861,-0.495587
PGN_RS00155,0,0.0,49.23,0.535,432,-0.584491
PGN_RS00160,0,0.28484690258788725,43.52,0.487,104,0.17596099999999998
PGN_RS00165,0,0.9288537692529626,55.11,0.493,1228,-0.380537
PGN_RS00170,1,0.6416112437225694,46.59,0.452,121,-0.738843
PGN_RS00175,1,0.0,61.0,0.444,87,0.098851
PGN_RS00180,1,0.4630269887194702,47.22,0.524,426,-0.196714
PGN_RS00185,1,0.0,53.25,0.508,777,-0.28030900000000003
PGN_RS10940,0,0.0,28.67,0.4320000000000001,37,-0.289189
PGN_RS10945,1,0.0,46.62,0.404,52,-0.4769229999999999
PGN_RS00190,1,0.0,47.26,0.517,684,-0.499561
PGN_RS00195,0,0.8579072649038723,51.23,0.509,284,0.774648
PGN_RS00200,0,0.6789749339671034,51.35,0.522,673,-0.317831
PGN_RS00205,0,0.03524012434328412,53.44,0.494,367,-0.193188
PGN_RS10050,1,0.0,61.0,0.517,40,-0.0025
PGN_RS00210,1,0.0,52.33,0.464,69,1.7072470000000002
PGN_RS00215,1,0.0,61.0,0.375,72,-0.320834
PGN_RS00220,1,0.0,50.15,0.454,138,-0.752899
PGN_RS00225,1,0.0,58.21,0.466,176,-0.638636
PGN_RS00230,1,0.0,57.01,0.456,424,-0.663443
PGN_RS00235,1,0.0,47.33,0.456,84,-0.264286
PGN_RS00240,1,0.0,36.27,0.491,76,-0.573684
PGN_RS00245,1,0.0,47.23,0.358,408,-0.715196
PGN_RS00250,1,0.0,51.52,0.391,134,-0.5141789999999999
PGN_RS00255,0,0.0,56.66,0.511,171,-0.025731
PGN_RS00260,0,0.0,53.22,0.486,153,-0.72549
PGN_RS00265,0,0.0,58.81,0.512,284,-0.339789
PGN_RS00270,0,0.0,52.55,0.529,194,-0.094845
PGN_RS00275,0,0.0,47.54,0.532,306,-0.229412
PGN_RS00280,0,0.035642788939556753,53.84,0.532,455,-0.543956
