,strand_lead,geptop,Nc,GC,L_aa,Gravy
BT_RS00005,1,0.0,44.6,0.424,205,-0.167317
BT_RS00010,1,0.036929999664623486,51.17,0.339,331,-0.233233
BT_RS00015,1,0.0,54.45,0.4920000000000001,258,-0.332171
BT_RS00020,1,0.0,61.0,0.414,222,-0.012162
BT_RS00025,1,0.0,44.85,0.415,98,-0.65
BT_RS00030,1,0.0,59.61,0.378,148,-0.590541
BT_RS24300,1,0.0,33.81,0.415,57,-1.2614040000000002
BT_RS00035,1,0.0,50.0,0.361,181,-0.260774
BT_RS00040,1,0.0,50.89,0.511,369,0.005149
BT_RS00045,1,0.0,51.49,0.487,357,-0.333894
BT_RS00055,1,0.0,48.4,0.514,388,-0.039949
BT_RS00060,1,0.0,46.67,0.55,180,-0.32111100000000004
BT_RS00065,1,0.0,45.31,0.54,819,-0.378877
BT_RS00070,1,0.0,44.0,0.564,432,-0.30787
BT_RS00075,1,0.0,46.44,0.528,212,-0.051887
BT_RS00080,1,0.03665116395251368,50.63,0.5379999999999999,315,-0.6174609999999999
BT_RS24305,1,0.0,32.04,0.506,58,-0.610345
BT_RS00085,1,0.0,47.24,0.535,238,-0.331933
BT_RS00090,1,0.0,44.76,0.459,106,-0.363208
BT_RS00100,1,0.0,,0.34,51,-0.215686
BT_RS00105,1,0.0,37.04,0.34700000000000003,96,-0.184375
BT_RS00120,1,0.0,45.62,0.402,92,0.5619569999999999
BT_RS00125,1,0.0,50.87,0.418,1087,-0.469825
BT_RS00130,1,0.0366772297133588,56.02,0.454,609,-0.470936
BT_RS00135,1,0.0,52.9,0.425,385,-0.281559
BT_RS00140,1,0.0,53.01,0.333,96,-0.091667
BT_RS00145,1,0.0,55.34,0.44,440,-0.444773
BT_RS00150,1,0.0,50.38,0.527,403,-0.332506
BT_RS00155,1,0.0,54.95,0.429,339,-0.215044
BT_RS00160,1,0.0,44.73,0.322,145,-0.06138
BT_RS00165,1,0.0,46.96,0.458,142,-0.466901
BT_RS00170,1,0.03665116395251368,54.95,0.473,513,0.661403
BT_RS00175,1,0.03663000243970308,56.29,0.474,400,-0.16
BT_RS00180,1,0.036906440856032924,52.95,0.383,386,-0.036011
BT_RS00185,1,0.0,48.6,0.305,58,0.213793
BT_RS00190,1,0.0,49.11,0.366,317,-0.229653
BT_RS00195,1,0.0,48.26,0.338,388,0.911856
BT_RS00200,1,0.0,59.48,0.448,310,-0.200968
BT_RS00205,1,0.0,52.41,0.389,131,-0.279389
BT_RS00210,1,0.0,47.88,0.363,158,-0.283544
BT_RS00215,1,0.0,58.05,0.423,311,-0.30836
BT_RS00220,1,0.07287551974031163,45.54,0.443,323,-0.078019
BT_RS00225,1,0.036245517300608536,56.69,0.442,326,-0.253681
BT_RS00230,1,0.0,55.99,0.404,372,0.6655909999999999
BT_RS00235,1,0.11014276229410376,50.61,0.468,374,-0.28877
BT_RS00240,1,0.0,56.67,0.453,373,-0.215818
BT_RS00245,1,0.0,53.36,0.442,371,-0.018059
BT_RS00250,1,0.0,58.46,0.426,340,0.762941
BT_RS00255,1,0.0,44.52,0.593,95,-0.514737
BT_RS00260,1,0.0,42.65,0.629,376,-0.313298
BT_RS00265,1,0.07320148772376157,44.5,0.636,313,-0.208307
BT_RS00270,1,0.0,35.88,0.604,261,-0.096935
BT_RS00275,1,0.0,35.89,0.611,779,-0.255327
BT_RS00280,1,0.0,57.83,0.476,70,-0.422857
BT_RS00285,1,0.0,48.81,0.439,66,-1.231818
BT_RS00290,1,0.0,53.85,0.506,724,-0.285912
BT_RS00295,1,0.0,46.81,0.562,845,-0.254675
BT_RS00300,1,0.07325798562759174,41.98,0.557,400,-0.48875
BT_RS00305,1,0.0,61.0,0.498,83,0.193976
BT_RS00310,1,0.0,56.88,0.503,159,-0.212579
BT_RS00315,1,0.0,52.88,0.471,70,-0.08
BT_RS00320,0,0.0,56.58,0.438,293,-0.654266
BT_RS00325,0,0.0,48.9,0.435,207,-0.44686
BT_RS00330,1,0.0,61.0,0.569,133,-0.364662
BT_RS00335,1,0.0,,0.482,56,-0.248214
BT_RS00345,0,0.0,56.5,0.556,163,-0.05950900000000001
BT_RS00355,1,0.0,37.26,0.344,96,-0.216667
BT_RS00360,1,0.0,53.73,0.377,410,-0.328293
BT_RS00365,1,0.0,52.7,0.44,168,-0.324405
BT_RS00370,1,0.0,53.89,0.407,150,-0.182
BT_RS00375,1,0.043366113809076415,47.93,0.435,177,-0.729379
BT_RS00380,1,0.0,44.09,0.4,65,-0.047692
BT_RS00385,1,0.043366113809076415,38.61,0.32299999999999995,64,-0.707812
BT_RS00390,0,0.0,40.85,0.29600000000000004,306,-0.137255
BT_RS00395,0,0.0,45.71,0.312,288,-0.4618060000000001
BT_RS00400,0,0.0,52.28,0.476,147,-0.317687
BT_RS00405,0,0.0,57.28,0.484,192,-0.00625
BT_RS00410,0,0.0,55.3,0.456,302,-0.156622
BT_RS00415,0,0.0,56.19,0.51,461,-0.588937
BT_RS00420,0,0.043366113809076415,48.53,0.465,101,-0.292079
BT_RS00425,0,0.0,47.16,0.461,207,-0.298551
BT_RS00430,0,0.0,59.3,0.481,341,0.35630500000000004
BT_RS00435,0,0.0,51.36,0.452,203,-0.374384
BT_RS00440,0,0.043366113809076415,58.06,0.48,118,-0.587288
BT_RS00445,0,0.0,56.12,0.438,834,-0.388849
BT_RS00450,0,0.043366113809076415,58.03,0.448,108,0.444444
BT_RS00455,0,0.0,55.18,0.49,98,0.761225
BT_RS00460,0,0.0,59.61,0.488,226,-0.376106
BT_RS00465,0,0.0,49.17,0.467,145,-0.92069
BT_RS00470,0,0.0,47.55,0.482,253,-0.087352
BT_RS00475,0,0.0,38.17,0.361,109,-1.302752
BT_RS00480,1,0.0,61.0,0.502,93,0.273118
BT_RS00485,1,0.043366113809076415,54.58,0.476,145,-0.407586
BT_RS00490,1,0.07336975544968448,50.47,0.476,412,-0.866748
