,strand_lead,geptop,Nc,GC,L_aa,Gravy
MG_RS00005,1,0.7034822496201426,37.48,0.236,380,-0.4173689999999999
MG_RS00010,1,0.0,38.7,0.27,304,-0.6832239999999999
MG_RS00015,1,0.962850056065784,40.24,0.353,645,-0.4150390000000001
MG_RS00020,1,0.8145320839941019,39.32,0.33,836,-0.23145900000000005
MG_RS00025,1,0.8145261190134822,37.3,0.307,415,-0.526988
MG_RS00030,1,0.8144610157827867,41.17,0.303,210,-0.31619
MG_RS00035,1,0.07443959140735189,34.2,0.247,251,-0.161753
MG_RS00040,1,0.25990498351762664,39.3,0.26,441,-0.220408
MG_RS00045,1,0.0,38.29,0.277,259,-0.098842
MG_RS00050,1,0.0,33.55,0.265,214,-0.302336
MG_RS00055,0,0.037009630164666484,37.82,0.251,284,-0.255282
MG_RS00060,0,0.11081643384886099,39.91,0.277,285,-0.058948
MG_RS00065,0,0.5923076505589935,37.68,0.278,269,-0.07026
MG_RS00080,1,0.0,37.95,0.289,621,0.165378
MG_RS00085,1,0.4069340129961708,37.56,0.298,585,0.260855
MG_RS00090,1,0.0,38.52,0.273,1024,-0.293066
MG_RS00095,1,0.3709946309902145,37.98,0.326,389,-0.497172
MG_RS00100,1,0.0,34.54,0.303,304,-0.322697
MG_RS00105,1,0.6296288327248781,39.61,0.284,503,-0.1833
MG_RS00110,1,0.03687240359308242,41.18,0.303,143,-0.697902
MG_RS00115,1,0.4823256335596551,34.4,0.318,287,-0.029965
MG_RS00120,1,0.037417405617296416,35.89,0.297,364,-0.039560000000000005
MG_RS00125,1,0.11133491524260364,40.27,0.292,296,-0.2125
MG_RS00130,1,0.4816456359236737,41.84,0.316,190,-0.381579
MG_RS00135,1,0.07427862572751194,38.0,0.28300000000000003,146,-0.27534200000000003
MG_RS00140,1,0.03707873465528744,41.49,0.28600000000000003,198,0.266162
MG_RS00145,0,0.07411019943346912,40.73,0.289,186,0.106452
MG_RS00150,0,0.07432301940704089,41.42,0.337,206,0.017476
MG_RS00155,0,0.22332704586174024,40.31,0.306,1439,-0.32599
MG_RS00160,1,0.0,38.17,0.316,657,-0.561187
MG_RS00165,1,0.0,38.76,0.34700000000000003,251,0.7776890000000001
MG_RS00170,0,0.037009630164666484,42.15,0.329,211,-0.238389
MG_RS00175,1,0.9259545207729388,39.85,0.293,409,-0.2511
MG_RS00180,1,0.8884552965954899,39.56,0.302,549,-0.35446300000000003
MG_RS00185,1,0.11143164269650917,40.12,0.303,446,-0.271973
MG_RS00190,0,0.03681653790170713,40.33,0.338,495,-0.093536
MG_RS00195,0,0.07429942148893656,36.83,0.309,379,-0.099472
MG_RS00200,1,0.0,37.27,0.325,587,-0.342078
MG_RS00205,1,0.11185699702464832,41.36,0.337,88,-0.003409
MG_RS00210,1,0.111139557308748,36.25,0.292,554,-0.600722
MG_RS00215,1,0.037417405617296416,36.94,0.313,281,0.777224
MG_RS00220,1,0.07423394351900355,36.65,0.292,282,0.7053189999999999
MG_RS00225,1,0.14827407177351187,42.36,0.312,477,-0.416143
MG_RS00230,1,0.6297855970819265,40.0,0.324,314,0.064331
MG_RS00235,1,0.8519119579162869,35.78,0.32299999999999995,379,-0.08469700000000001
MG_RS00240,1,0.0,38.08,0.294,85,0.027059
MG_RS00245,0,0.7777312234661606,41.22,0.33,430,-0.238605
MG_RS00250,1,0.11153034572506683,37.81,0.335,237,0.051055
MG_RS00255,1,0.1115602856680052,41.14,0.329,223,-0.054708000000000014
MG_RS00260,1,0.11105261778274274,35.61,0.301,420,-0.011428
MG_RS00265,1,0.11095681626336172,38.42,0.3,130,-0.140769
MG_RS00270,1,0.6292586668833652,38.57,0.316,548,-0.342518
MG_RS00275,0,0.740123478562095,39.93,0.308,315,-0.401905
MG_RS00280,0,0.0,42.66,0.287,121,-0.303306
MG_RS02795,0,0.11112137700538027,,0.348,47,-0.7148939999999999
MG_RS00285,0,0.03718791124960536,37.17,0.256,125,1.0688
MG_RS00290,0,0.03707873465528744,36.97,0.279,276,-0.228261
MG_RS00295,0,0.0,40.63,0.273,176,-0.409091
MG_RS00300,0,0.9261593709403629,40.5,0.325,332,-0.071687
MG_RS00305,0,0.2598144856939073,41.18,0.282,144,-0.449306
MG_RS00310,1,0.0369931610161698,39.46,0.273,292,-0.27020500000000003
MG_RS00315,0,0.037064145395421334,42.43,0.334,560,0.635893
MG_RS00325,1,0.03715818445713899,41.51,0.331,679,0.402651
MG_RS00330,1,0.03715818445713899,35.77,0.285,301,0.180067
MG_RS00335,1,0.0,39.79,0.284,67,0.7119409999999999
MG_RS00340,1,0.07463809245094555,40.1,0.297,1319,0.017058
MG_RS00345,1,0.2225237804966944,41.87,0.304,463,-0.402808
MG_RS00350,1,0.5918818873305753,40.68,0.329,647,-0.331994
MG_RS00355,1,0.0,39.02,0.309,498,-0.5903619999999999
MG_RS00360,1,0.0,37.29,0.305,474,-0.559072
MG_RS00365,1,0.0,39.16,0.267,106,0.316038
MG_RS00370,1,0.03707873465528744,40.42,0.263,329,0.981155
MG_RS00375,1,0.03707873465528744,45.77,0.4370000000000001,138,-0.789131
MG_RS00380,1,0.0,59.06,0.454,158,-0.7354430000000001
MG_RS00385,1,0.07416479965655746,51.83,0.418,248,-0.721774
MG_RS00390,1,0.037038842190180485,29.95,0.287,87,0.704598
MG_RS00395,1,0.03721448033209061,39.9,0.359,896,0.246094
MG_RS00400,1,0.7780562880606777,46.54,0.342,282,-0.485816
MG_RS00405,1,0.22291841928724385,42.13,0.338,866,0.386951
MG_RS00410,1,0.7776390087955907,44.05,0.358,804,-0.277861
MG_RS00415,1,0.03707873465528744,41.66,0.34,656,-0.324695
MG_RS00420,1,0.0,42.07,0.28600000000000003,135,0.103704
MG_RS00425,1,0.036938692083034234,41.39,0.309,1012,-0.222826
MG_RS00430,0,0.0,39.06,0.292,138,0.454348
MG_RS00435,1,0.037417405617296416,45.1,0.341,386,0.5865279999999999
MG_RS00440,1,0.037417405617296416,44.53,0.35600000000000004,370,0.6991890000000001
MG_RS00445,1,0.14847086263143,44.71,0.344,401,-0.207731
MG_RS00450,1,0.0,47.25,0.319,845,-0.406509
MG_RS00455,1,0.8518980451689458,33.38,0.353,137,-0.137956
MG_RS00460,1,0.7412645199874144,44.76,0.338,225,-0.155111
MG_RS00465,1,0.8521233833853721,50.52,0.335,189,-0.2709
MG_RS00470,1,0.7415234274215289,45.99,0.331,288,-0.447222
MG_RS00475,1,0.33358849146047986,39.76,0.329,311,0.088103
MG_RS00480,1,0.5922903132098922,46.39,0.321,380,0.446579
MG_RS00485,1,0.8517727732651286,46.58,0.388,139,-0.741727
MG_RS00490,1,0.9262277073329408,38.01,0.376,155,-0.437419
MG_RS00495,1,0.8149339610847725,40.73,0.362,686,-0.285714
MG_RS00500,1,0.7409355939067267,43.09,0.345,207,-0.974396
MG_RS00505,1,0.4444159159458687,42.03,0.35,159,-0.458491
MG_RS00510,1,0.7035778198813261,33.52,0.349,104,-0.8990389999999999
MG_RS00515,1,0.11159799872186664,49.59,0.329,150,-0.310667
MG_RS00520,1,0.9998888982559648,43.99,0.34,467,-0.407709
