,strand_lead,geptop,Nc,GC,L_aa,Gravy
FTN_RS00005,1,0.8510482278141533,38.18,0.308,506,-0.371739
FTN_RS00010,1,0.8517792333332423,39.89,0.279,367,-0.188284
FTN_RS09235,0,0.0,34.37,0.28300000000000003,417,0.8767379999999999
FTN_RS00020,1,0.0,39.22,0.31,507,0.85641
FTN_RS00025,1,0.0,38.68,0.285,323,-0.018266
FTN_RS00030,0,0.0,37.22,0.267,155,-0.352903
FTN_RS00035,0,0.03715278507510855,30.98,0.314,105,0.304762
FTN_RS00040,0,0.03703207574308349,38.51,0.302,290,1.1403450000000002
FTN_RS00045,1,0.0,43.26,0.278,60,-0.605
FTN_RS00050,0,0.0,31.73,0.322,144,-0.8138890000000001
FTN_RS00055,0,0.03691786012353706,35.66,0.254,59,-0.476271
FTN_RS00060,0,0.0,30.53,0.333,73,-0.519178
FTN_RS00065,0,0.07410228874243285,38.76,0.348,299,-0.441806
FTN_RS00070,0,0.0,37.35,0.298,298,-0.484228
FTN_RS00075,0,0.0,34.13,0.35,59,-0.330508
FTN_RS00080,0,0.0,36.63,0.25,224,-0.6785720000000001
FTN_RS00085,0,0.0,39.07,0.311,413,-0.6256659999999999
FTN_RS00090,0,0.07382824595990453,44.52,0.305,407,0.962162
FTN_RS00095,0,0.1845321771905465,42.78,0.332,308,-0.422078
FTN_RS00100,0,0.2955587966532705,40.22,0.366,1094,-0.136655
FTN_RS00105,0,0.2957943614283461,40.69,0.377,388,-0.268557
FTN_RS00110,1,0.03709455509891512,41.96,0.34700000000000003,351,-0.227635
FTN_RS00115,0,0.0,41.2,0.313,226,-0.40531
FTN_RS00120,1,0.11086065143423124,40.15,0.381,448,-0.390402
FTN_RS00125,0,0.0,41.34,0.299,195,-0.375384
FTN_RS00130,1,0.0,39.5,0.325,84,1.32381
FTN_RS00135,1,0.0,43.67,0.348,92,0.122826
FTN_RS00140,1,0.03725524697691115,40.72,0.319,183,-0.31694
FTN_RS00145,0,0.0,41.22,0.315,354,1.075141
FTN_RS00150,0,0.0,31.51,0.28300000000000003,321,-0.213707
FTN_RS00155,0,0.0,43.55,0.294,135,-0.200741
FTN_RS00160,1,0.0,42.91,0.314,289,-0.15294100000000002
FTN_RS00165,0,0.0,42.97,0.341,208,-0.256731
FTN_RS00170,1,0.0,42.44,0.319,182,-0.33022
FTN_RS00175,0,0.037282815165496634,39.57,0.358,1124,-0.439235
FTN_RS00180,1,0.18511762458232905,45.8,0.355,214,-0.05841100000000001
FTN_RS00185,1,0.07363030032250377,37.84,0.34,246,-0.229268
FTN_RS00190,1,0.0,37.33,0.302,247,-0.2583
FTN_RS00195,0,0.03691786012353706,42.59,0.243,114,-0.572807
FTN_RS00200,0,0.0,40.86,0.245,94,-0.374468
FTN_RS00205,0,0.0,48.4,0.326,141,-0.620567
FTN_RS00210,0,0.036843312210802816,36.63,0.256,1084,-0.274447
FTN_RS00215,0,0.0,43.63,0.28800000000000003,732,-0.478825
FTN_RS00220,1,0.03687394060709039,43.89,0.359,185,-0.523243
FTN_RS00225,1,0.03693293254878971,46.51,0.35100000000000003,509,-0.330059
FTN_RS00230,1,0.0,40.91,0.38,215,-0.228837
FTN_RS00235,1,0.0,43.6,0.279,359,-0.395543
FTN_RS00240,1,0.03725524697691115,42.04,0.293,992,-0.368951
FTN_RS00245,1,0.03725524697691115,40.98,0.269,1258,-0.366375
FTN_RS00250,1,0.0,41.52,0.293,406,-0.027586000000000003
FTN_RS00255,1,0.0,45.01,0.277,274,0.044525
FTN_RS00260,1,0.0,41.05,0.279,502,-0.246414
FTN_RS00265,1,0.0,43.11,0.285,202,0.078218
FTN_RS00270,1,0.03725524697691115,40.65,0.25,687,-0.372343
FTN_RS00275,1,0.0,38.56,0.269,201,-0.471642
FTN_RS00280,1,0.0,45.45,0.392,126,0.228571
FTN_RS00285,0,0.1478540535312844,39.32,0.337,278,-0.223381
FTN_RS00290,0,0.03718627374531582,38.34,0.313,145,-0.217931
FTN_RS00295,0,0.0,48.58,0.338,410,0.975366
FTN_RS00300,0,0.07393839505768322,41.82,0.315,474,-0.536287
FTN_RS00305,0,0.18488544218616304,37.03,0.34,359,-0.178552
FTN_RS00310,0,0.1852076885681666,37.35,0.326,189,-0.232804
FTN_RS00315,0,0.1852076885681666,39.94,0.369,469,-0.199573
FTN_RS00320,0,0.1484018041903385,40.07,0.344,526,-0.404373
FTN_RS00325,0,0.11079965651614693,41.1,0.334,295,-0.081695
FTN_RS00330,0,0.11042084303056032,38.85,0.369,877,-0.250513
FTN_RS00335,0,0.0,38.34,0.304,92,-0.127174
FTN_RS00340,0,0.07367437865187307,40.7,0.338,749,0.453671
FTN_RS00345,0,0.0,43.05,0.315,197,-0.515228
FTN_RS00350,0,0.1857408932333887,41.33,0.343,178,-0.311798
FTN_RS00355,0,0.4433953063189092,37.98,0.358,189,-0.258201
FTN_RS00360,0,0.0,45.55,0.365,135,-0.038519
FTN_RS00365,0,0.1475763474275875,47.83,0.341,307,-0.458958
FTN_RS00370,0,0.11089507986719316,43.93,0.333,299,-0.241806
FTN_RS00375,0,0.7771311994243638,40.75,0.339,551,-0.048457
FTN_RS00380,0,0.07418486081819202,41.17,0.35200000000000004,90,-0.083333
FTN_RS00385,0,0.2594855797406899,41.62,0.316,133,-0.348872
FTN_RS00390,0,0.7036668759663092,33.55,0.386,44,-1.227273
FTN_RS00395,0,0.0,39.84,0.393,152,-0.605921
FTN_RS00400,1,0.2962507946594411,39.72,0.353,257,-0.012451
FTN_RS00405,1,0.8887158534553548,41.76,0.341,451,0.094235
FTN_RS00410,1,0.03725524697691115,46.01,0.343,290,-0.057586
FTN_RS09160,0,0.036843312210802816,40.76,0.309,137,-0.4408760000000001
FTN_RS00420,1,0.1482526184521691,48.91,0.34600000000000003,187,-0.085562
FTN_RS00425,1,0.0,42.54,0.331,252,-0.818651
FTN_RS00430,1,0.0,41.02,0.315,913,-0.14665899999999998
FTN_RS00435,1,0.03728482256384588,38.77,0.35,278,0.07194199999999999
FTN_RS00440,1,0.0,48.18,0.341,409,0.984841
FTN_RS00445,1,0.03725524697691115,40.2,0.322,205,-0.084878
FTN_RS00450,1,0.0,43.61,0.345,232,-0.23060300000000006
FTN_RS00455,1,0.0,45.86,0.37,270,-0.163333
FTN_RS00460,0,0.0,41.15,0.343,514,-0.7214010000000001
FTN_RS00465,1,0.037044288774662364,38.28,0.312,218,-0.154587
FTN_RS00470,1,0.07429953575157351,40.95,0.359,331,0.967069
FTN_RS00480,1,0.03673369086098941,42.03,0.306,171,0.8245610000000001
FTN_RS00485,0,0.0,45.53,0.303,315,-0.27428600000000003
FTN_RS00490,0,0.0,46.52,0.35100000000000003,221,-0.30181
FTN_RS00495,1,0.0,41.99,0.338,230,0.813044
FTN_RS00500,0,0.07446092111410839,42.37,0.335,401,1.065087
FTN_RS00505,1,0.03715278507510855,45.69,0.317,205,-0.136097
FTN_RS00510,1,0.07428732271999465,42.65,0.342,222,-0.228829
FTN_RS00515,0,0.0,43.05,0.319,294,0.953061
FTN_RS00520,0,0.0,48.51,0.314,300,-0.24600000000000002
FTN_RS00525,1,0.0,42.19,0.306,384,1.179948
FTN_RS00530,0,0.0,44.23,0.308,767,-0.4216430000000001
FTN_RS00535,1,0.11094219063569774,40.18,0.355,198,0.141414
FTN_RS00540,1,0.1852198157431134,39.97,0.297,118,-0.242373
FTN_RS00545,0,0.5548052521900204,37.65,0.344,90,-0.64
FTN_RS00550,1,0.11145516753554102,43.61,0.38,594,-0.116161
FTN_RS00555,1,0.7776457566079501,41.27,0.358,381,-0.228871
FTN_RS00560,0,0.0,40.4,0.344,326,-0.5438649999999999
FTN_RS00565,0,0.666226828848497,43.93,0.333,174,-0.279885
FTN_RS00570,0,0.48167743511785904,37.59,0.363,147,-0.112925
