,strand_lead,geptop,Nc,GC,L_aa,Gravy
SAK_RS00005,1,0.8469044555115409,45.46,0.35100000000000003,453,-0.314128
SAK_RS00010,1,0.926367590841026,38.92,0.332,378,-0.143386
SAK_RS00015,1,0.0,44.33,0.312,293,-0.038566
SAK_RS00020,1,0.03722082605306948,40.21,0.338,65,-0.398462
SAK_RS10790,1,0.03665603613714728,36.01,0.298,38,-0.131579
SAK_RS00025,1,0.0364767428042293,36.59,0.3670000000000001,371,-0.223181
SAK_RS00030,1,0.8529409473307101,40.74,0.304,191,-0.341885
SAK_RS00035,1,0.03666438903060135,42.26,0.338,1165,-0.336052
SAK_RS10795,1,0.0,,0.237,31,-0.170968
SAK_RS00040,1,0.0,51.7,0.363,90,-0.58
SAK_RS00045,1,0.11440290153160065,43.11,0.32,123,-0.719512
SAK_RS00050,1,0.0,41.06,0.311,44,-0.995454
SAK_RS00055,1,0.036440235286453834,41.94,0.322,428,-0.346495
SAK_RS00060,1,0.8536858775925877,44.44,0.317,424,-0.420283
SAK_RS00065,1,0.2198171370722318,40.6,0.322,180,-0.135
SAK_RS00070,1,0.7020139419418613,40.87,0.379,658,-0.28921
SAK_RS00245,1,0.07955093209326132,38.67,0.404,433,-0.302541
SAK_RS00250,1,0.8899824558021951,39.68,0.377,322,0.056832000000000014
SAK_RS00255,1,0.036440235286453834,39.82,0.35200000000000004,391,-0.031969
SAK_RS00260,1,0.03654908308250748,40.25,0.303,253,-0.183399
SAK_RS00265,1,0.0,37.13,0.3,283,0.869965
SAK_RS00270,1,0.6290939081319659,37.69,0.373,330,-0.042121
SAK_RS00275,1,0.3300316272293137,38.24,0.359,79,-0.149367
SAK_RS00280,1,0.18290814165142227,42.18,0.35600000000000004,235,-0.402553
SAK_RS00285,1,0.21947578598524745,43.28,0.453,1241,-0.146172
SAK_RS00290,1,0.1464061056334663,49.09,0.388,484,-0.204339
SAK_RS00295,1,0.2562433661281205,43.55,0.44,340,0.04147
SAK_RS00300,1,0.10976066045420246,47.18,0.474,183,-0.07377
SAK_RS00305,1,0.0365122412313454,43.2,0.35600000000000004,250,-0.272
SAK_RS00310,1,0.25620699323203816,43.87,0.477,515,-0.13184500000000002
SAK_RS00315,1,0.10993819787584257,46.31,0.409,299,-0.151505
SAK_RS00320,1,0.036619663241064894,44.05,0.407,434,-0.24792600000000006
SAK_RS00325,1,0.0,44.42,0.391,232,-0.049569
SAK_RS00330,1,0.07315807215510327,43.41,0.348,438,-0.477397
SAK_RS00335,1,0.0,49.79,0.34600000000000003,295,0.730508
SAK_RS00340,1,0.0,45.1,0.36,276,0.747826
SAK_RS00345,1,0.0,49.56,0.317,147,-0.222449
SAK_RS00350,1,0.0,45.43,0.317,220,0.942727
SAK_RS00355,1,0.5128329500581175,41.99,0.354,305,0.044918
SAK_RS00360,1,0.0,43.34,0.379,293,-0.03686
SAK_RS00365,1,0.07324548497622269,47.09,0.353,325,-0.321539
SAK_RS00370,0,0.0,53.89,0.361,267,-0.073783
SAK_RS00375,1,0.14641445852692034,51.31,0.493,420,-0.05381
SAK_RS00380,1,0.18311295987286644,48.06,0.4920000000000001,162,0.141975
SAK_RS00385,1,0.18279539369623546,48.28,0.496,363,-0.038017
SAK_RS00390,1,0.07342514015795902,39.45,0.243,463,0.468035
SAK_RS00395,1,0.32967777664850584,43.55,0.444,432,-0.444445
SAK_RS00400,1,0.036440235286453834,47.42,0.301,302,-0.331457
SAK_RS00405,1,0.2975785448773715,41.68,0.378,332,-0.278012
SAK_RS00410,1,0.03666438903060135,43.89,0.389,145,-0.554483
SAK_RS00415,1,0.04280017162909538,51.88,0.341,126,-0.349206
SAK_RS00420,1,0.04280017162909538,45.09,0.345,592,0.374324
SAK_RS00425,1,0.036619663241064894,35.79,0.391,880,-0.204432
SAK_RS00430,1,0.0,43.58,0.429,338,0.181065
SAK_RS00435,1,0.25592969698899465,45.81,0.364,496,-0.072782
SAK_RS00440,1,0.0364767428042293,43.52,0.363,426,0.903052
SAK_RS00445,1,0.7368009928414091,31.21,0.408,102,-0.472549
SAK_RS00450,1,0.9630766886156049,37.02,0.423,208,-0.314423
SAK_RS00455,1,0.9568834517447812,28.99,0.4320000000000001,207,-0.047343
SAK_RS00460,1,0.7740429002707258,36.64,0.371,98,-0.030612
SAK_RS00465,1,0.9264291704606012,32.12,0.407,277,-0.5509029999999999
SAK_RS00470,1,0.7006362687581019,38.68,0.402,92,-0.8228260000000001
SAK_RS00475,1,0.7375155641477678,33.19,0.398,114,-0.230702
SAK_RS00480,1,0.9996919762673308,30.82,0.407,217,-0.419355
SAK_RS00485,1,0.8898395565328363,32.49,0.431,137,-0.5072989999999999
SAK_RS00490,1,0.7333924233521334,31.97,0.353,68,-0.817647
SAK_RS00495,1,0.7739686930057044,31.3,0.384,86,-0.7093020000000001
SAK_RS00500,1,0.7740303368766219,34.28,0.445,122,-0.156557
SAK_RS00505,1,0.8495798383651667,31.06,0.396,101,-0.40198
SAK_RS00510,1,0.9571076054889288,34.69,0.391,180,-0.140556
SAK_RS00515,1,0.297575657007681,33.32,0.443,61,-0.632787
SAK_RS00520,1,0.8470757577998234,30.88,0.35600000000000004,132,-0.259091
SAK_RS00525,1,0.9997410776462065,37.47,0.39,178,-0.4623600000000001
SAK_RS00530,1,0.8106989364078729,37.65,0.449,118,-0.416949
SAK_RS00535,1,0.9935478407753828,34.59,0.439,164,0.138415
SAK_RS00540,1,0.5144632179017837,33.93,0.39,59,-0.006779
SAK_RS00545,1,0.8433764469278902,34.64,0.411,146,-0.510959
SAK_RS00550,1,0.9630277523254188,43.88,0.34700000000000003,434,0.584102
SAK_RS00555,1,0.7803331298718247,39.48,0.384,212,-0.378302
SAK_RS00560,1,0.7741563169931851,30.33,0.375,72,-0.172222
SAK_RS10800,1,0.5864580123614441,31.38,0.395,38,-0.7078949999999999
SAK_RS00565,1,0.8860829687437226,38.89,0.405,121,-0.500826
SAK_RS00570,1,0.8472551857544345,31.02,0.444,127,-0.302362
SAK_RS00575,1,0.9997410776462065,40.62,0.371,312,-0.202564
SAK_RS00580,1,0.7739811940042661,35.58,0.401,128,-0.65
SAK_RS10810,1,0.036733243744877284,36.04,0.35600000000000004,59,-0.172881
SAK_RS10815,1,0.0367675801428731,29.72,0.339,56,-0.828571
SAK_RS00685,1,0.0,46.57,0.306,183,-0.432787
SAK_RS00690,1,0.0,40.11,0.28800000000000003,139,-1.271942
SAK_RS00695,1,0.07302514891798961,46.04,0.299,144,-0.665972
SAK_RS00700,1,0.03675224689964597,43.07,0.393,230,-0.189565
SAK_RS00705,1,0.0,47.14,0.36,250,-0.5760000000000001
SAK_RS00710,1,0.0,49.99,0.321,191,-0.4089
SAK_RS00715,1,0.07285744034175055,48.77,0.376,344,-0.035465
SAK_RS00720,1,0.6655737146864507,48.93,0.414,190,-0.772105
SAK_RS00725,1,0.6690515480534082,33.81,0.4,609,-0.32873600000000003
SAK_RS00730,1,0.3764946279303496,42.71,0.413,371,-0.630728
SAK_RS00735,1,0.0,48.12,0.341,415,-0.313735
SAK_RS00740,1,0.10959416965063007,45.3,0.364,258,-0.41938
SAK_RS00745,1,0.07322750326839526,43.98,0.364,252,0.106349
SAK_RS00750,1,0.0,40.2,0.37,154,0.764285
SAK_RS00755,1,0.0,41.23,0.388,189,0.197354
SAK_RS00760,0,0.0,40.8,0.337,280,0.28785700000000003
SAK_RS00765,1,0.03654908308250748,31.23,0.369,427,-0.417799
SAK_RS00770,1,0.03638069753752125,38.58,0.377,191,-1.085864
SAK_RS00775,1,0.7702519458058833,36.84,0.388,534,-0.220225
SAK_RS00780,1,0.03638069753752125,42.89,0.34,308,-0.29448
SAK_RS00790,1,0.4396226805152664,42.33,0.387,148,-0.249324
SAK_RS00795,1,0.0730450865681226,45.96,0.394,454,-0.099339
SAK_RS00800,1,0.07343502745848336,34.34,0.378,165,-0.058788
SAK_RS00805,1,0.0,41.1,0.349,439,-0.199317
SAK_RS00810,0,0.0,51.9,0.416,388,-0.493557
SAK_RS00815,1,0.9997410776462065,43.37,0.388,484,-0.492149
SAK_RS00820,0,0.0365122412313454,41.27,0.378,322,-0.17205
SAK_RS00825,0,0.0,45.44,0.38,310,1.102258
SAK_RS00830,0,0.0,48.47,0.383,492,-0.22378
SAK_RS00835,0,0.03655624934656136,48.68,0.348,132,0.024242
SAK_RS00840,0,0.10961352556941782,45.45,0.374,303,-0.287459
SAK_RS00845,0,0.03660693475827169,51.45,0.369,328,-0.299085
SAK_RS10820,0,0.0,,0.219,32,0.090625
SAK_RS00850,1,0.03655624934656136,43.83,0.33,362,0.351105
SAK_RS00855,1,0.0,44.61,0.379,228,-0.355263
SAK_RS00860,1,0.0,47.43,0.345,223,-0.084753
SAK_RS00865,1,0.0367675801428731,44.48,0.34,356,0.029775
SAK_RS00870,1,0.2558465987196103,36.26,0.37,396,-0.135606
SAK_RS00875,1,0.4020604640228349,45.61,0.344,462,-0.264286
SAK_RS00880,1,0.5238330594893466,29.97,0.414,293,-0.07884
SAK_RS00885,0,0.0,46.15,0.383,305,-0.007213
SAK_RS00890,1,0.6604697885776682,25.72,0.387,62,-0.587097
SAK_RS00895,1,0.0,48.57,0.375,121,0.065289
SAK_RS00900,1,0.11565761197084595,41.65,0.397,543,-0.142726
SAK_RS00905,1,0.0,37.18,0.342,294,-0.022449
SAK_RS00910,0,0.0,48.5,0.36,38,-1.273684
SAK_RS00915,1,0.0,55.41,0.422,340,-0.586765
SAK_RS11305,1,0.0,48.52,0.321,54,-0.031481
SAK_RS00925,0,0.07338927988202455,44.73,0.368,1164,-0.946821
SAK_RS00930,0,0.0,54.99,0.345,175,0.747429
SAK_RS00935,0,0.03660693475827169,52.9,0.378,446,-0.186995
SAK_RS00940,0,0.0,50.92,0.395,217,-0.014286000000000004
SAK_RS10825,0,0.0,54.6,0.386,267,-0.498876
SAK_RS00955,0,0.0,42.71,0.362,246,-0.339431
SAK_RS00960,0,0.0,39.98,0.368,516,-0.040892000000000005
SAK_RS00965,1,0.03676075112735767,45.94,0.337,624,-0.308173
SAK_RS00970,1,0.2562730238008372,45.08,0.35700000000000004,279,0.90215
SAK_RS00975,1,0.0,40.41,0.331,251,-0.463347
SAK_RS00980,1,0.2266987834577769,44.96,0.339,386,0.985492
SAK_RS00985,1,0.4769317313769732,41.57,0.388,256,-0.14414100000000002
SAK_RS00990,1,0.07435304411315885,43.09,0.383,420,-0.193333
SAK_RS00995,1,0.586556504225209,44.43,0.382,410,-0.174878
SAK_RS01000,1,0.44034394258291615,42.75,0.385,147,-0.201361
SAK_RS01005,1,0.3671625139629486,42.52,0.369,472,-0.412712
SAK_RS01010,0,0.03657599722727927,45.9,0.365,395,-0.22557
SAK_RS01015,0,0.0732269268693792,45.25,0.359,411,-0.271046
SAK_RS01020,1,0.036440235286453834,39.29,0.374,551,-0.573866
SAK_RS01025,1,0.07285744034175055,43.74,0.383,304,0.612829
SAK_RS01030,1,0.03638069753752125,43.03,0.362,343,0.347522
SAK_RS01035,1,0.18256899941707744,42.57,0.382,348,-0.300287
SAK_RS01040,1,0.0730450865681226,39.99,0.361,310,-0.4496770000000001
SAK_RS01070,1,0.6963001497753369,38.47,0.327,283,0.029329
SAK_RS01075,1,0.03660693475827169,46.17,0.324,147,-0.365987
SAK_RS01080,1,0.03666438903060135,42.69,0.381,236,-0.511441
SAK_RS01085,1,0.0,44.65,0.362,270,1.25
SAK_RS01090,0,0.0,45.05,0.35200000000000004,343,-0.794752
SAK_RS01095,0,0.8166190538487812,43.87,0.361,419,-0.376849
SAK_RS01100,1,0.0,46.57,0.369,765,-0.373464
SAK_RS01105,1,0.8895419939336991,35.6,0.405,1191,-0.4108310000000001
SAK_RS01110,1,0.8531593892110826,36.49,0.417,1216,-0.273602
SAK_RS01115,1,0.0,41.9,0.361,121,-0.592562
SAK_RS10830,1,0.03647817577950858,52.87,0.279,68,0.575
SAK_RS10775,1,0.03660693475827169,47.64,0.359,323,-0.22322
SAK_RS01120,1,0.03666438903060135,46.16,0.317,343,0.362099
