,strand_lead,geptop,Nc,GC,L_aa,Gravy
BPS_RS00005,0,0.10566934099387618,31.73,0.625,371,-0.106199
BPS_RS00010,0,0.06916659421636544,32.43,0.6629999999999999,404,0.8871290000000001
BPS_RS00015,0,0.03479440948786081,32.46,0.7170000000000001,660,-0.027576
BPS_RS00020,1,0.242945228677781,30.57,0.623,92,-0.38587
BPS_RS00025,0,0.0,30.66,0.6779999999999999,446,-0.238565
BPS_RS00030,0,0.03475299112890585,35.4,0.619,161,-0.42795
BPS_RS00035,1,0.0,30.79,0.6679999999999999,757,-0.101849
BPS_RS00040,1,0.0,28.55,0.6970000000000001,497,-0.10503
BPS_RS00045,1,0.03479440948786081,29.41,0.69,405,0.340741
BPS_RS00050,0,0.0,29.3,0.718,136,0.444853
BPS_RS00055,1,0.0,33.11,0.627,150,-0.496667
BPS_RS00060,1,0.035675243013574394,30.86,0.725,199,0.004522
BPS_RS00065,1,0.0,31.04,0.7240000000000001,134,0.321642
BPS_RS00070,1,0.0,28.48,0.722,242,-0.209091
BPS_RS00075,1,0.0,31.55,0.696,356,0.04691
BPS_RS00080,1,0.0,30.03,0.7340000000000001,476,0.041387
BPS_RS00085,1,0.0,28.46,0.7120000000000001,168,-0.041071
BPS_RS00090,1,0.0,34.93,0.711,263,0.097719
BPS_RS00095,0,0.0,32.7,0.743,551,-0.049002
BPS_RS00100,0,0.0,30.79,0.741,90,-0.041111
BPS_RS00105,1,0.0,31.45,0.6970000000000001,165,-0.144242
BPS_RS00110,1,0.0,30.45,0.669,520,0.7375
BPS_RS00115,0,0.0,29.21,0.708,307,0.107166
BPS_RS00120,1,0.03516086004707824,31.3,0.752,156,0.791026
BPS_RS00125,1,0.03479440948786081,31.04,0.6890000000000001,240,0.964167
BPS_RS00130,1,0.03516086004707824,34.24,0.669,165,0.059394
BPS_RS00135,1,0.0,29.69,0.634,332,-0.10512
BPS_RS00140,1,0.03516086004707824,32.82,0.6829999999999999,165,0.009697
BPS_RS00145,1,0.0,34.28,0.768,221,0.351131
BPS_RS00150,1,0.03409394542464859,29.36,0.6609999999999999,253,0.774308
BPS_RS00155,1,0.035352833739331666,27.69,0.6809999999999999,90,1.1222219999999998
BPS_RS00160,1,0.0,33.65,0.6779999999999999,260,1.167692
BPS_RS00165,0,0.0,31.51,0.732,142,-0.296479
BPS_RS00170,1,0.0,36.6,0.723,291,-0.037113
BPS_RS00175,1,0.0,31.36,0.769,173,0.773988
BPS_RS00180,1,0.0,31.95,0.67,337,0.055192999999999985
BPS_RS00185,1,0.0,29.38,0.6629999999999999,265,-0.08830199999999999
BPS_RS00190,1,0.0,29.94,0.677,282,0.836525
BPS_RS00195,1,0.0,31.65,0.715,459,0.123311
BPS_RS00200,1,0.03528991267472673,31.52,0.677,225,-0.058667
BPS_RS00205,1,0.0,28.45,0.653,386,-0.279016
BPS_RS00210,1,0.0,36.93,0.748,115,-0.251304
BPS_RS00215,1,0.0,30.26,0.684,671,-0.259761
BPS_RS00220,1,0.03479440948786081,29.9,0.682,1009,-0.309118
BPS_RS00225,1,0.0,34.49,0.665,366,-0.068579
BPS_RS00230,1,0.0,31.72,0.665,319,-0.17837
BPS_RS00235,0,0.0,32.13,0.713,243,0.283539
BPS_RS00240,0,0.0,30.86,0.706,240,0.32625
BPS_RS00245,0,0.0,35.33,0.735,349,0.85616
BPS_RS00250,0,0.0,30.84,0.728,292,0.985616
BPS_RS00255,0,0.0,30.03,0.679,419,-0.172554
BPS_RS00260,0,0.034113406799299695,31.11,0.706,501,0.076447
BPS_RS00265,0,0.0,35.26,0.679,130,-0.218462
BPS_RS00270,0,0.0,30.65,0.6779999999999999,269,-0.165799
BPS_RS00275,0,0.0,29.6,0.732,265,0.140755
BPS_RS00280,0,0.03409394542464859,32.05,0.7,556,-0.154856
BPS_RS00285,1,0.0,35.28,0.655,113,-0.404425
BPS_RS00290,1,0.0,28.79,0.703,395,0.086076
BPS_RS00295,0,0.03516086004707824,48.3,0.604,101,-0.517822
BPS_RS00300,0,0.0,27.75,0.703,328,0.06311
BPS_RS00305,0,0.03521856827207122,31.2,0.722,278,-0.035971
BPS_RS00310,0,0.0,35.54,0.72,402,0.099751
BPS_RS00315,1,0.0,28.37,0.6729999999999999,378,-0.121958
BPS_RS00320,1,0.0,28.58,0.711,401,0.095511
BPS_RS00325,1,0.0,30.31,0.7090000000000001,707,0.120085
BPS_RS00330,1,0.0346492653212839,33.55,0.722,377,0.025730000000000003
BPS_RS00335,0,0.0,32.27,0.684,188,0.01383
BPS_RS00340,0,0.0,39.34,0.682,154,-0.188961
BPS_RS00345,1,0.034749063763794996,33.52,0.674,146,-0.27328800000000003
BPS_RS00350,1,0.0,32.48,0.691,122,-0.179508
BPS_RS31715,1,0.0,43.94,0.613,50,0.636
BPS_RS00355,0,0.0,39.47,0.746,252,-0.095635
BPS_RS00360,0,0.035260092398109844,36.29,0.6940000000000001,171,-0.283041
BPS_RS00365,1,0.03441753045257042,33.17,0.706,361,-0.383102
BPS_RS00370,1,0.0346492653212839,34.5,0.65,175,0.832572
BPS_RS00375,0,0.0,50.65,0.621,103,-0.127185
BPS_RS00380,0,0.929534133572517,29.17,0.643,822,-0.390998
BPS_RS00385,0,0.8937692339144933,29.2,0.637,367,-0.028065
BPS_RS00390,0,0.8604206598544564,33.71,0.662,584,-0.239726
BPS_RS00395,1,0.7192101727055523,30.96,0.674,44,-1.181818
BPS_RS00400,1,0.3823517026202104,40.42,0.6920000000000001,155,-0.229032
BPS_RS00405,1,0.06882563194458875,45.41,0.644,89,-0.18764
BPS_RS00410,1,0.7213350340468809,28.62,0.642,558,0.100896
BPS_RS00415,0,0.03516086004707824,43.51,0.612,139,-0.731655
BPS_RS00420,1,0.2414327824775541,37.43,0.6920000000000001,467,0.059957
BPS_RS00425,1,0.0,46.13,0.599,409,-0.328117
BPS_RS00430,0,0.06937349919740954,35.47,0.669,950,-0.264421
BPS_RS00435,0,0.0,37.68,0.649,113,0.037168
BPS_RS00440,0,0.0,33.3,0.62,85,0.303529
BPS_RS31720,0,0.0,48.98,0.701,58,0.1
BPS_RS00445,0,0.0,38.6,0.677,159,0.231446
BPS_RS31725,0,0.0,47.31,0.617,87,-0.6482760000000001
BPS_RS00455,0,0.0,49.16,0.5529999999999999,173,-0.623121
BPS_RS00460,0,0.0,53.57,0.609,313,0.065176
BPS_RS00465,0,0.034526837756897154,53.61,0.578,333,-0.269069
BPS_RS00470,0,0.0,44.4,0.608,373,-0.472118
BPS_RS00475,0,0.0,48.61,0.574,229,-0.5772930000000001
BPS_RS00480,1,0.0,33.13,0.659,385,0.186234
BPS_RS00485,1,0.0,,0.621,51,0.419608
BPS_RS31730,0,0.03466981553603637,46.26,0.619,56,-0.132143
BPS_RS00490,1,0.0,36.37,0.573,186,-0.486021
BPS_RS00495,1,0.0,43.72,0.6,115,-0.482609
BPS_RS00500,1,0.0,35.51,0.6779999999999999,184,-0.332065
BPS_RS00505,0,0.0,36.38,0.6759999999999999,138,-0.17970999999999998
BPS_RS00510,1,0.0,37.28,0.701,364,-0.172802
BPS_RS00515,1,0.0,33.53,0.7509999999999999,313,0.092332
BPS_RS00520,1,0.0346492653212839,31.34,0.68,537,-0.35996300000000003
BPS_RS00525,0,0.6640172078732021,33.79,0.706,482,-0.412241
BPS_RS00530,0,0.0,35.68,0.7,182,-0.291209
BPS_RS00535,0,0.0,33.22,0.667,189,-0.485185
BPS_RS00540,0,0.0,32.98,0.716,322,-0.045342
BPS_RS00545,1,0.0,33.08,0.653,364,-0.103571
BPS_RS00550,1,0.0,33.84,0.705,370,-0.022433
BPS_RS00555,1,0.13967507516316335,34.23,0.677,291,-0.212028
BPS_RS00560,1,0.0,49.15,0.634,103,-0.017476
BPS_RS00565,1,0.0,32.61,0.6579999999999999,363,-0.437466
BPS_RS00570,0,0.0,34.98,0.628,94,0.675532
BPS_RS00575,0,0.03491067353714044,41.73,0.615,160,-0.248125
BPS_RS00580,0,0.0,58.64,0.518,334,-0.117665
BPS_RS00585,0,0.0,61.0,0.5329999999999999,122,-0.345082
BPS_RS00595,1,0.03479440948786081,43.14,0.627,134,0.289552
BPS_RS00600,1,0.0,31.61,0.6990000000000001,289,-0.238408
BPS_RS00605,0,0.03516086004707824,30.49,0.67,338,-0.076923
BPS_RS00610,1,0.0,32.79,0.6729999999999999,351,-0.080627
BPS_RS00615,0,0.4762709149744868,29.73,0.649,869,-0.494822
BPS_RS00620,0,0.057050532836695825,33.71,0.659,123,-0.043902
BPS_RS00625,0,0.03440810149201834,35.79,0.747,396,0.186364
BPS_RS00630,1,0.5597203323304883,34.07,0.619,167,-0.22035900000000005
BPS_RS00635,1,0.7897122451194645,33.41,0.728,327,0.108563
BPS_RS00640,1,0.06950205489270085,35.5,0.6679999999999999,211,0.762085
BPS_RS00645,1,0.0696090238144865,33.22,0.653,285,0.14
BPS_RS00650,1,0.0,38.67,0.725,469,-0.085714
BPS_RS00655,1,0.0,34.75,0.6459999999999999,196,-0.06173500000000001
BPS_RS00660,1,0.0,32.71,0.669,802,0.00611
BPS_RS00665,1,0.057050532836695825,31.91,0.6890000000000001,227,0.009251
BPS_RS00680,0,0.0,61.0,0.578,113,-0.470797
BPS_RS00690,0,0.10421106811297223,30.96,0.6809999999999999,930,-0.273549
BPS_RS00695,0,0.0,30.94,0.7140000000000001,84,-0.045238
BPS_RS00700,0,0.03526232761290158,40.9,0.672,119,-0.264706
BPS_RS00705,0,0.035675243013574394,45.93,0.598,68,-0.120588
BPS_RS00710,0,0.0,36.65,0.6459999999999999,79,-0.051899
